id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
2811,Johnny Patey V2,LD,1,QCC,73,66,80768,8,29,37,13,41,0,2,2,4894,0,0,0,3629,2,77,27,1,0,1,93,12,62,56,129,65,64,65,100.8,4.4,3.7,37.7,34.1,1183,992,54.4,2.1,900,792,53.2,2.4,Defense,Defense
2812,Leo Roze,LD,1,QCC,73,66,83959,4,21,25,0,46,0,3,3,1061,0,0,0,11418,1,62,22,0,0,0,86,16,39,172,90,62,53,71,100.2,3.8,3.8,36.7,37.5,1177,1147,50.6,-3.9,862,875,49.6,-3.3,Defense,Defense
2814,Sonja Solberg,LW,1,QCC,73,66,74956,20,35,55,-8,34,4,1,5,4926,0,3,3,6787,4,267,128,0,0,0,136,51,30,44,227,72,73,65,96.8,3.4,3.9,40.2,33.4,1084,884,55.1,3,831,686,54.8,4.6,Forward,Wing
2815,Froya Solberg,C,1,QCC,73,66,78422,30,29,59,0,35,3,1,4,4811,1,1,2,6971,0,844,455,1,0,1,87,73,31,33,216,69,69,64,98.4,3.6,3.6,39.1,32.9,1096,921,54.3,2,846,717,54.1,3.7,Forward,Center
2816,Juan Tymer,RD,1,QCC,73,66,86412,3,19,22,-11,42,1,1,2,5230,0,2,2,11182,1,31,11,0,0,0,83,14,56,114,97,61,54,69,98.9,3.3,3.9,36.8,37.9,1134,1117,50.4,-4.2,839,862,49.3,-3.7,Defense,Defense
2817,Tom Sperado,RW,1,QCC,73,66,64091,12,26,38,3,27,0,0,0,201,0,1,1,1601,1,52,16,0,0,0,143,39,22,19,132,68,70,62,101.1,3.4,3.2,34.8,38.1,938,986,48.8,-6.3,712,763,48.3,-5,Forward,Wing
2818,Celeste Desjardins,RW,1,QCC,73,66,74629,37,50,87,15,44,11,16,27,15441,0,0,0,179,3,39,13,0,0,0,166,48,19,10,216,75,80,63,103.7,4.5,3.1,35,33.2,970,798,54.9,2.6,678,628,51.9,0.4,Forward,Wing
2819,Micheal Rappaz-Creek,RD,1,QCC,73,66,78846,6,20,26,19,42,0,0,0,401,1,2,3,6474,0,68,27,0,0,0,127,17,56,46,96,60,54,64,100.6,4.3,3.6,37.1,32.8,1221,921,57,6.2,887,747,54.3,4.1,Defense,Defense
2820,Bog Damsel,RD,1,STL,73,66,82935,3,29,32,-4,130,0,8,8,13632,0,1,1,4024,0,31,20,7,5,2,81,25,54,107,131,60,52,70,100.7,3.7,3.5,34.1,34.9,962,1058,47.6,-2.6,732,726,50.2,1.7,Defense,Defense
2822,Bobby Bob,RW,1,STL,73,66,61283,12,25,37,-11,29,0,0,0,376,0,0,0,1049,0,46,12,0,0,0,149,39,36,58,115,71,73,63,99.4,3.4,4.1,33.1,37.3,871,959,47.6,-2.5,647,719,47.4,-2.4,Forward,Wing
1173,Rocky Orwell,RD,1,KEL,74,66,84233,7,16,23,-26,53,2,1,3,3422,0,2,2,6827,1,25,9,1,1,0,54,14,46,145,104,63,57,69,96.9,2.3,3.7,29.2,33.7,975,1123,46.5,-4.3,697,803,46.5,-3,Defense,Defense
1181,Colin Zwiers,LW,1,NBB,74,66,52212,11,17,28,-3,10,0,1,1,573,0,0,0,956,2,15,7,0,0,0,73,50,20,19,102,63,62,60,101.6,2.4,2.6,25.3,33.1,564,726,43.7,-5.3,422,540,43.9,-3.6,Forward,Wing
1204,Xavier Beausoleil,RW,1,COL,74,66,71268,29,52,81,21,53,10,15,25,15045,4,1,5,3593,2,174,51,0,0,0,190,41,49,8,211,78,76,74,99.9,5,3.7,42.6,31.3,946,702,57.4,1.1,739,540,57.8,0.8,Forward,Wing
1209,Dan Johnston,RD,1,ANC,74,66,86951,14,45,59,11,30,8,13,21,12529,0,2,2,6499,6,16,7,0,0,0,89,13,56,132,148,67,61,72,100.8,4.2,3.6,32.4,29.2,973,901,51.9,-0.3,722,658,52.3,0.9,Defense,Defense
1216,Dee Fence,LD,1,STL,74,66,84775,7,29,36,-45,40,4,6,10,8895,0,3,3,7191,1,24,14,2,2,0,88,17,63,86,102,63,59,66,99.4,2.6,4.8,24.7,43.4,736,1341,35.4,-2,552,983,36,-0.6,Defense,Defense
1219,Jeff GoldBlum,RD,1,MET,74,66,82980,7,21,28,12,41,1,1,2,3226,0,0,0,3259,0,20,7,1,1,0,76,10,58,141,115,63,56,72,97.8,3.6,2.9,38.9,25.6,1282,968,57,1.7,963,641,60,3.5,Defense,Defense
1284,Roger Murdock,C,1,CAR,74,66,52390,15,25,40,0,24,1,3,4,2503,0,0,0,393,8,542,268,0,0,0,58,23,32,38,131,65,63,65,99.3,3.2,3.1,31.3,28.7,660,675,49.4,0.3,493,474,51,1.3,Forward,Center
1286,Axel Hamalainen,LD,1,STL,74,66,77703,10,18,28,-46,34,2,3,5,3576,0,1,1,6310,0,24,6,0,0,0,55,31,38,49,89,61,59,61,97.5,2.4,4.9,25.7,40.7,783,1222,39.1,3.4,564,899,38.6,3.2,Defense,Defense
1317,Ongo Gablogian,LD,1,CAR,74,66,82989,3,22,25,-16,32,0,5,5,4268,0,0,0,5442,0,14,6,0,0,0,109,17,70,70,105,60,54,65,98.6,3.1,3.9,30.1,33.2,978,1021,48.9,-0.5,732,786,48.2,-2.8,Defense,Defense
1329,Journey Man,RD,1,KEL,74,66,77705,5,15,20,-26,12,1,0,1,817,0,1,1,3177,1,7,1,0,0,0,67,17,82,59,74,59,52,65,95.5,2.3,3.8,31.9,32.3,1043,978,51.6,3.7,761,760,50,2.5,Defense,Defense
1330,Ho Lee-Smokes,LD,1,NL,74,66,79718,7,18,25,18,28,1,1,2,2849,0,2,2,8508,1,12,5,0,0,0,60,13,47,193,115,63,52,77,100,3.9,3.2,36,28.8,1107,922,54.6,-1.5,807,649,55.4,-1.2,Defense,Defense
1341,Icee Richradson,LW,1,MET,74,66,41791,5,11,16,-7,16,0,0,0,485,0,0,0,1109,0,25,9,0,0,0,85,42,23,23,90,62,59,62,97.1,2.2,2.9,33.4,29.7,617,534,53.6,-2.9,452,385,54,-4.7,Forward,Wing
1356,Aaron Meier,LD,1,GFG,74,66,84641,6,10,16,-47,32,4,5,9,11407,0,0,0,1006,1,8,2,0,0,0,114,15,39,74,142,64,60,66,96.1,1.7,3.9,23.5,34.5,762,1115,40.6,-2.7,563,814,40.9,-2.4,Defense,Defense
1459,The Great Khali,RD,1,YUM,74,66,67881,11,22,33,10,41,0,0,0,528,0,0,0,2218,1,40,11,1,0,1,49,23,39,153,94,59,51,68,101.9,4.1,3.6,33.5,34.4,983,1005,49.4,-1.6,705,732,49.1,-1.7,Defense,Defense
1472,Jimothee Penjiman,RD,1,DET,74,67,70031,3,15,18,-26,18,0,4,4,4229,0,0,0,4166,1,27,5,0,0,0,68,12,51,120,132,64,59,69,94.7,2.3,3.9,30.4,30.7,822,917,47.3,-4.4,610,623,49.5,-2.3,Defense,Defense
1502,Leon Rizzton,RD,1,MET,74,66,82945,3,24,27,31,36,0,0,0,792,0,1,1,8752,1,11,6,0,0,0,94,16,64,118,95,63,55,73,101.9,4,2.5,33.8,25.5,1160,978,54.3,-2.6,856,640,57.2,-0.9,Defense,Defense
1503,Graham Schwartz,LD,1,VAN,74,66,82890,10,26,36,-21,26,7,13,20,9702,0,2,2,3136,2,4,1,0,0,0,90,11,51,35,140,63,59,65,99.6,2.6,3.6,27,36.8,844,1055,44.4,0.6,616,841,42.3,0,Defense,Defense
1517,Cameron Dallas,C,1,STL,74,66,65333,33,30,63,-47,36,11,16,27,13092,2,0,2,4140,4,650,274,0,0,0,71,48,45,46,184,68,66,68,96,3,6,26.8,39.4,534,909,37,0.3,408,654,38.4,2.7,Forward,Center
1536,Colt Fox,C,1,VAN,74,66,75517,24,48,72,-7,37,11,20,31,9883,2,4,6,8812,3,1042,505,1,0,1,113,68,33,29,108,71,68,70,99.2,3.2,3.8,31,33.7,766,799,48.9,6.7,566,634,47.2,6.7,Forward,Center
1539,Gordon-William Gibbles,RW,1,GFG,74,66,70156,15,29,44,-19,37,6,8,14,12029,0,0,0,34,1,18,9,0,0,0,124,52,22,34,129,72,71,68,100.2,2.5,3.4,24.7,34.6,636,901,41.4,-1.4,466,649,41.8,-0.9,Forward,Wing
1549,Philippe Le Bel,LD,1,REG,74,66,75945,3,12,15,-13,51,0,0,0,772,0,2,2,4709,0,20,7,1,0,1,88,9,39,168,93,62,53,72,98.5,2.6,3.4,30,33.2,950,1104,46.3,-2.7,700,758,48,-0.4,Defense,Defense
1555,Buster Knutt,LD,1,MET,74,66,84376,3,18,21,24,30,0,0,0,499,0,0,0,9274,0,14,5,0,0,0,58,23,39,206,105,62,51,76,101.2,3.7,2.6,33.7,26.2,1169,1023,53.3,-4.1,859,664,56.4,-2.1,Defense,Defense
1559,Remington Richardson III,RD,1,VAN,74,66,80314,1,19,20,-15,35,0,0,0,446,0,5,5,8280,0,26,11,1,1,0,107,24,51,109,90,62,53,71,99.2,2.4,3.3,26.4,33.3,855,1005,46,2.8,619,784,44.1,2.7,Defense,Defense
1588,Supah Dupah,LW,1,QCC,74,66,40364,1,16,17,13,20,0,0,0,144,1,0,1,554,0,25,6,0,0,0,98,20,14,21,55,63,57,62,100.5,3.4,2.5,30,23.9,527,431,55,-3.5,391,306,56.1,-3.1,Forward,Wing
1607,Aksel VINSen,RW,1,NBB,74,66,78372,29,42,71,-3,28,14,14,28,10528,3,2,5,11317,6,9,5,0,0,0,146,101,21,59,233,79,80,73,99.4,3.2,3.2,33.2,31.7,811,764,51.5,5.1,599,584,50.6,5.5,Forward,Wing
1633,Cade de Vries,RD,1,NBB,74,18,17382,2,4,6,2,4,0,0,0,191,0,0,0,993,0,3,0,0,0,0,27,6,5,29,29,63,57,69,103.3,3.1,2.7,32.2,41.8,203,283,41.8,-4.3,163,222,42.3,-3.4,Defense,Defense
1634,Stormlord Imotekh,LD,1,DET,74,66,67953,6,21,27,8,26,1,1,2,1563,0,1,1,3998,2,47,13,0,0,0,47,14,40,147,104,61,52,71,100.9,3.3,2.8,30.9,28.9,846,896,48.6,-8.3,627,604,50.9,-5.7,Defense,Defense
1654,Mathias Olivera,C,1,CAR,74,66,47031,9,12,21,-2,32,0,0,0,325,0,0,0,634,1,519,251,0,0,0,47,22,21,26,64,59,56,61,100.5,3.1,3.3,28.9,32,606,681,47.1,-2.8,433,490,46.9,-4,Forward,Center
1658,Dalton Canders,LW,1,CAR,74,66,48296,11,10,21,-1,16,0,0,0,283,0,0,0,674,2,23,7,0,0,0,112,55,21,30,106,63,61,61,100.2,3,3,29.4,30.8,613,687,47.2,-2.7,451,482,48.3,-2.2,Forward,Wing
1661,Maxwell King II,LW,1,MET,74,66,71385,32,45,77,1,30,12,21,33,13304,0,0,0,2442,3,57,18,0,0,0,125,50,43,37,191,76,77,70,97.6,3.8,3.3,36.3,25.8,919,698,56.8,1.2,671,476,58.5,0.9,Forward,Wing
1681,Kal Akar Kekkonen,LW,1,DET,74,66,46426,6,14,20,3,22,0,1,1,571,0,0,0,1405,0,16,4,0,0,0,76,27,19,29,83,63,61,60,100.4,3.1,2.8,31,29.6,616,627,49.6,-6.1,443,441,50.1,-6.1,Forward,Wing
1693,I-Stir MyPudding,RD,1,NBB,74,66,91665,11,39,50,10,57,7,18,25,10508,0,1,1,9895,1,2,0,0,0,0,118,14,68,97,143,66,56,77,102.9,3.1,2.4,29.4,31.4,928,922,50.2,3.5,686,710,49.1,3.7,Defense,Defense
1770,Shaggy Bear,LD,1,NBB,74,66,62561,4,11,15,-6,40,0,1,1,650,1,1,2,4278,0,43,22,0,0,0,75,14,35,52,68,58,52,63,100.8,3.1,3.5,31.1,37.7,771,888,46.5,-1.9,588,707,45.4,-1.8,Defense,Defense
1784,Leonard Wood,RW,1,COL,74,66,69265,14,48,62,24,36,5,13,18,10663,3,6,9,10923,2,253,75,0,0,0,163,49,50,65,192,79,73,83,100.9,3.6,2.4,37.5,27.5,796,614,56.5,-0.2,590,428,58,1,Forward,Wing
1785,Joseph Reed,C,1,ANC,74,66,70409,37,52,89,20,32,16,18,34,14470,1,1,2,3259,2,1013,587,0,0,0,65,51,44,29,231,71,68,72,100.1,5.2,3.6,39.6,27.4,879,646,57.6,7.6,672,489,57.9,8.5,Forward,Center
1805,Lazer Gato,LD,1,CAR,74,66,92399,15,26,41,2,59,11,9,20,12271,0,0,0,8367,1,3,1,0,0,0,96,13,56,182,144,67,55,81,100.8,2.9,2.5,29.4,27.6,941,991,48.7,-0.8,694,646,51.8,2.6,Defense,Defense
1807,Wain Gretski,LD,1,MET,74,66,69384,4,15,19,17,22,0,0,0,911,0,0,0,4415,1,60,33,0,0,0,94,27,40,60,97,59,53,64,101.1,3.8,2.8,36.9,29.8,1061,846,55.6,-0.4,778,618,55.7,-3,Defense,Defense
1808,Pinli Switchbang,C,1,COL,74,66,64562,27,19,46,10,40,3,0,3,5548,2,1,3,3441,1,646,345,0,0,0,75,70,39,36,185,66,64,66,98,3.8,3.2,39.3,27.5,907,692,56.7,0.2,710,490,59.2,2.7,Forward,Center
1833,Will Tomlander,LW,1,DET,74,66,65020,18,20,38,-5,32,2,2,4,4509,1,1,2,2257,4,36,14,0,0,0,92,47,33,35,177,70,73,64,96.3,2.8,3.1,35.7,26.6,902,740,54.9,0.8,667,530,55.7,1.2,Forward,Wing
1838,Marek Carda,LW,1,DET,74,66,62176,21,41,62,12,28,6,16,22,12443,0,1,1,2463,4,17,8,0,0,0,91,28,24,23,136,68,64,72,103.2,4,2.2,33,25,695,553,55.7,1.7,507,404,55.7,1,Forward,Wing
1839,Mephistopheles Morgonstjarna,RD,1,DET,74,66,86064,18,20,38,5,27,9,8,17,12345,1,0,1,3308,2,4,2,0,0,0,115,8,68,79,208,69,66,70,100.2,3.6,2.8,32.6,25.6,1047,836,55.6,1.9,735,611,54.6,-0.5,Defense,Defense
1878,Anna Skovgaard,RW,1,QCC,74,15,8397,1,3,4,-2,4,0,0,0,2,0,0,0,0,0,59,26,0,0,0,11,5,3,1,13,60,58,57,94,2.1,3,29.6,22.7,106,94,53,-4.6,78,59,56.9,-1.6,Forward,Wing
1883,Bobby Tkachuky,C,1,YUM,74,66,71435,25,47,72,20,51,5,15,20,11652,0,0,0,1106,5,993,560,0,0,0,89,54,42,43,143,67,62,71,103.9,4.6,3.1,34.1,32,925,819,53,3.5,664,618,51.8,2.1,Forward,Center
1897,Dan Craig,RW,1,NL,74,66,67353,43,38,81,16,33,14,13,27,11259,0,0,0,317,4,70,22,1,0,1,107,59,35,28,227,75,80,65,99.4,4.3,3,38.7,25.1,973,678,58.9,4.6,689,457,60.1,5.3,Forward,Wing
1902,Fédot Fedorov,C,1,ANC,74,66,55908,17,20,37,3,24,0,0,0,322,0,0,0,3187,0,748,415,0,0,0,56,34,33,37,104,63,60,65,100.4,3.6,3.4,32.9,32.4,764,743,50.7,-1.9,572,557,50.7,-1.4,Forward,Center
1903,Konig Wolf,LW,1,STL,74,66,77143,37,34,71,-41,39,15,16,31,13227,1,1,2,3430,2,51,16,0,0,0,97,43,40,52,215,73,76,68,98.6,3.2,5.2,27.9,40.6,743,1093,40.5,5.3,543,817,39.9,5.1,Forward,Wing
1906,Adrians Skalbergs,RW,1,REG,74,61,60600,17,28,45,-4,38,4,7,11,8732,0,0,0,1991,0,69,23,0,0,0,102,40,38,23,147,71,74,63,100.5,3.6,3.4,31.5,31.1,768,683,52.9,6.1,539,498,52,4.4,Forward,Wing
1913,Kenny Omega,RW,1,DET,74,66,59815,20,19,39,-3,14,2,1,3,3776,0,0,0,68,4,30,19,0,0,0,103,47,27,26,147,75,81,63,97.2,3,3,35,26.4,881,708,55.4,1.5,638,501,56,1.5,Forward,Wing
1921,Jaromir Jagrbomb,RD,1,QCC,74,66,86928,16,31,47,22,38,9,8,17,12272,0,1,1,1264,3,14,4,0,0,0,111,14,67,67,206,69,67,72,101.1,3.2,2,32.9,23.4,1094,770,58.7,1.2,803,559,59,0.5,Defense,Defense
1929,James Madison,LW,1,STL,74,66,54045,16,21,37,-25,12,1,2,3,2934,0,0,0,212,2,69,40,0,0,0,67,38,20,14,109,62,62,58,100.8,2.8,4.5,25.1,43.8,571,991,36.6,-0.3,416,732,36.2,-0.2,Forward,Wing
1934,Jonas Salat,LD,1,KEL,74,66,74453,5,15,20,-14,28,0,0,0,901,0,1,1,2781,0,9,5,0,0,0,98,21,66,74,95,60,53,68,97.7,2.6,3.5,31,32,982,974,50.2,1.5,730,728,50.1,2.5,Defense,Defense
1940,Activity Check,C,1,KEL,74,66,73588,21,29,50,-35,28,9,10,19,10431,6,0,6,7678,2,663,309,0,0,0,79,71,32,12,179,69,71,66,94.8,2.1,4.4,30.6,36,741,800,48.1,-1.5,558,632,46.9,-2.1,Forward,Center
1943,Ondrej von Stoodrick,LD,1,NL,74,66,87880,16,35,51,24,47,6,14,20,10797,0,1,1,7822,3,4,1,0,0,0,94,9,63,125,216,70,64,74,100.6,4.1,2.7,38.3,26.5,1165,838,58.2,3.9,845,603,58.4,3.2,Defense,Defense
1959,Teal'c,RD,1,MET,74,66,86688,15,29,44,2,34,8,10,18,13612,0,0,0,2651,3,0,0,0,0,0,110,13,48,94,201,67,64,68,97.2,3.5,3,39.9,25.8,1209,878,57.9,3,920,592,60.8,4.6,Defense,Defense
1960,Artturi Lappalainen,RD,1,STL,74,66,85204,6,13,19,-37,29,1,2,3,3846,0,3,3,8530,0,6,1,0,0,0,55,17,31,301,82,64,51,80,98.1,2.3,4.3,25.3,39,817,1401,36.8,0.1,605,942,39.1,4.2,Defense,Defense
1961,Paul Bondage,LD,1,KEL,74,66,76171,3,11,14,-33,26,0,1,1,436,0,1,1,3220,0,14,5,0,0,0,74,10,55,80,95,63,59,67,95.2,2.1,3.8,31.5,32.9,1027,979,51.2,3,743,763,49.3,1.4,Defense,Defense
1970,Andrade La Sombra,LW,1,COL,74,66,57155,22,32,54,32,30,1,3,4,3077,2,0,2,735,4,21,10,0,0,0,155,38,29,41,156,73,70,70,102.8,4.5,2.4,39.9,28.3,950,651,59.3,3.8,694,479,59.2,2.7,Forward,Wing
1971,James MacAvoy,RW,1,COL,74,66,55589,28,17,45,20,32,5,1,6,5250,0,0,0,130,1,4,1,0,0,0,146,22,33,8,207,71,72,63,101.9,4,2.4,39.3,28.3,889,601,59.7,4.1,657,450,59.3,2.9,Forward,Wing
1980,Fredrik Gronlund,LD,1,QCC,74,66,62821,4,16,20,42,16,0,0,0,191,0,1,1,1902,0,38,13,0,0,0,79,10,23,74,85,60,52,66,104.7,4,1.7,35,24.2,936,675,58.1,0.3,682,480,58.7,0.1,Defense,Defense
1983,Lean On (Coconut Mall),LW,1,QCC,74,66,55752,12,22,34,29,33,0,1,1,56,0,0,0,452,1,40,15,0,0,0,152,40,19,22,116,74,73,68,102.4,3.5,1.6,34.8,21.1,852,579,59.5,2.2,618,389,61.4,3.7,Forward,Wing
1996,Olivja Agate,RD,1,CAR,74,66,83355,11,22,33,-18,26,3,2,5,4092,0,0,0,5459,0,15,3,0,0,0,116,12,54,83,130,66,63,66,98.5,3.2,4,30.4,33.2,983,1037,48.7,-0.9,734,791,48.1,-3,Defense,Defense
2001,Liam Rodgers,RD,1,COL,74,66,75104,6,28,34,27,36,1,3,4,5616,0,5,5,4189,2,24,6,0,0,0,105,17,53,57,92,64,61,67,100.9,4,2.9,38.3,29.7,1143,845,57.5,1.3,840,651,56.3,-1.3,Defense,Defense
2011,Vincent van Gogh,LW,1,CAR,74,66,42949,7,17,24,-8,8,0,0,0,190,0,0,0,335,1,20,7,0,0,0,77,30,22,34,71,63,59,63,98.3,2.6,3.3,28.1,29.8,536,607,46.9,-2.9,384,415,48.1,-2.4,Forward,Wing
2017,Jeff Hunziker,C,1,QCC,74,66,70287,54,43,97,44,40,14,15,29,12646,0,1,1,337,14,818,424,0,0,0,90,73,30,22,233,72,73,68,105.3,4.8,2,36.1,25.3,904,627,59,1.6,695,469,59.7,1.5,Forward,Center
2029,Update Portal,RD,1,COL,74,66,73757,10,20,30,32,33,0,1,1,812,0,2,2,4311,1,36,21,1,0,1,87,11,34,93,105,64,61,67,100.4,3.8,2.6,39.3,28.1,1181,919,56.2,-0.5,890,626,58.7,2.3,Defense,Defense
2030,Unspeakable Horror,RD,1,NBB,74,66,86108,8,23,31,-7,28,0,4,4,3776,0,0,0,4861,1,6,1,0,0,0,98,11,56,117,115,63,55,72,100.5,2.8,3,28.4,32.4,963,1060,47.6,-0.3,716,821,46.6,-0.1,Defense,Defense
2040,Roman Roy,RD,1,NL,74,55,58325,9,19,28,23,16,0,0,0,148,0,0,0,1818,4,7,1,0,0,0,77,8,51,24,125,64,62,63,100.1,4.5,3.1,37.6,26.1,975,673,59.2,3.7,690,486,58.7,2.1,Defense,Defense
2042,Nick Larsson,RW,1,VAN,74,66,71827,27,47,74,9,24,10,18,28,9586,4,2,6,8644,2,187,81,0,0,0,121,41,28,58,148,76,73,75,102,3.7,3.3,31.1,33.2,743,764,49.3,7.1,540,590,47.8,7.4,Forward,Wing
2087,WonderBread,RW,1,GFG,74,66,55458,11,19,30,-7,20,0,0,0,95,1,0,1,2727,0,39,9,0,0,0,90,36,17,31,102,70,73,61,98.5,2.4,2.9,26.5,27.9,636,715,47.1,6.2,458,480,48.8,8.4,Forward,Wing
2124,Dylan Jacob-Smith,C,1,NL,74,66,60167,9,37,46,21,20,0,2,2,425,0,1,1,1332,1,581,317,0,0,0,59,31,45,44,99,65,62,65,100.4,4,2.8,34.8,25,932,714,56.6,1.4,651,470,58.1,2.5,Forward,Center
2132,Zedward Zilliams,LD,1,DET,74,66,84358,8,23,31,8,34,2,3,5,4195,0,1,1,2912,1,9,2,0,0,0,104,13,82,85,132,63,55,72,98.8,3.2,2.9,31.8,26,1127,911,55.3,1.5,790,680,53.7,-1.8,Defense,Defense
2134,Jason Bolden,C,1,MET,74,17,9935,2,3,5,3,0,0,0,0,52,0,0,0,169,0,65,39,0,0,0,16,9,5,2,17,61,57,62,101.6,3.3,2.2,36.3,29.3,151,123,55.1,-2.6,108,92,54,-7.3,Forward,Center
2138,Austin Dodd,LW,1,GFG,74,66,62570,15,15,30,-15,24,0,3,3,3671,0,0,0,143,2,26,12,0,0,0,107,47,37,43,120,71,71,66,100.7,2.6,3.4,24.6,34.4,655,910,41.9,-0.7,474,656,41.9,-0.7,Forward,Wing
2142,Jordan Bamford,RW,1,NBB,74,18,13757,1,1,2,-3,8,0,0,0,122,0,0,0,0,0,0,0,0,0,0,24,5,3,3,11,61,57,62,101.4,2.1,2.9,22.4,36.2,131,203,39.2,-7.1,100,160,38.5,-7.9,Forward,Wing
2144,Viktor Vaughn,RW,1,CAR,74,66,42840,10,11,21,-4,35,0,0,0,153,0,0,0,254,1,13,5,1,0,1,71,32,16,8,96,62,62,58,99.7,2.5,2.9,29.3,32.2,540,617,46.7,-3.2,397,448,47,-3.8,Forward,Wing
2150,Westley Kirkpatrick,RD,1,CAR,74,66,94322,16,28,44,-9,14,11,10,21,12357,0,0,0,9038,2,0,0,0,0,0,117,13,77,141,186,71,65,75,99.6,2.8,2.9,28.7,29.2,948,1045,47.6,-2.5,689,691,49.9,-0.1,Defense,Defense
2164,Arnost Hlemyzd,RD,1,GFG,74,66,88779,10,19,29,-27,18,4,8,12,11374,0,0,0,6682,1,1,0,0,0,0,98,8,41,151,102,65,58,72,98.9,2.3,3.6,24.6,34,769,1068,41.9,-0.8,577,783,42.4,0,Defense,Defense
2166,Florian Söderberg-Motyla,C,1,YUM,74,66,74289,22,37,59,12,52,3,7,10,9064,0,4,4,9742,2,950,551,0,0,0,79,59,66,21,162,68,62,74,101.2,4.4,3.6,37.4,34.4,872,794,52.3,2.5,668,619,51.9,2.3,Forward,Center
2179,Trevor Lahey,C,1,DET,74,66,74719,29,58,87,17,32,14,18,32,12570,0,2,2,2430,5,1053,551,0,0,0,79,31,57,43,130,72,67,76,100.5,4.1,2.7,35.9,24.2,943,721,56.7,3.3,690,484,58.8,5.4,Forward,Center
2180,The Murray,LW,1,DET,74,66,71058,29,47,76,16,28,5,23,28,12031,1,0,1,2339,5,35,11,0,0,0,127,46,39,35,181,75,75,71,101.1,4.1,2.5,36.3,25.1,912,696,56.7,3.3,664,465,58.8,5.4,Forward,Wing
2183,Nikola Tomo,RD,1,VAN,74,45,42892,4,2,6,-9,17,0,0,0,62,0,0,0,972,1,11,6,0,0,0,57,11,24,26,66,63,61,63,101.7,2.7,3.4,24.8,38.1,459,637,41.9,-5.2,331,523,38.8,-6.4,Defense,Defense
2184,Abdi Smokes,LD,1,QCC,74,66,79670,6,15,21,17,29,0,0,0,114,1,1,2,8892,2,17,6,1,0,1,54,8,31,105,102,61,53,69,99.3,2.6,2,32.6,23,1038,738,58.4,0.8,746,522,58.8,0.3,Defense,Defense
2185,Oranj Konhe,RD,1,COL,74,66,89279,12,47,59,29,46,9,15,24,14399,0,10,10,10137,4,2,0,0,0,0,99,24,66,106,161,68,61,74,101.1,4.3,3.2,38.8,31.3,1063,853,55.5,-1.6,824,653,55.8,-2.1,Defense,Defense
2192,Blant Chorski,C,1,KEL,74,66,64873,18,25,43,-14,16,5,7,12,9917,0,1,1,2286,3,670,357,0,0,0,54,39,42,11,127,65,62,66,98.8,3.1,3.7,31,32.4,754,730,50.8,2.1,540,549,49.6,1.5,Forward,Center
2195,AEric Calland,C,1,DET,74,66,47295,2,26,28,19,24,0,0,0,202,0,0,0,112,0,527,290,0,0,0,55,17,29,14,54,61,57,63,103.4,3.7,2.2,31.7,27.3,663,597,52.6,-2.2,477,437,52.2,-3.5,Forward,Center
2196,Connor Ray,RW,1,DET,74,17,9303,2,5,7,0,4,0,1,1,39,0,0,0,312,0,21,13,0,0,0,14,3,6,8,14,60,56,61,104.5,2.8,2.8,23.3,37,100,159,38.6,-12.5,69,110,38.5,-12.9,Forward,Wing
2197,Come O'Dirga,C,1,KEL,74,66,64650,12,23,35,-15,14,0,0,0,448,0,6,6,7456,1,773,410,0,0,0,57,39,41,17,126,64,59,64,96,2.3,3.6,30.6,31.6,785,800,49.5,0.4,566,595,48.8,0.4,Forward,Center
2198,Jack Keigan,RW,1,CAR,74,66,53550,8,25,33,-14,16,0,0,0,185,0,0,0,290,1,8,3,0,0,0,98,26,18,28,86,69,69,62,96.3,2.4,3.3,29.5,28.3,739,688,51.8,3.4,523,485,51.9,2.5,Forward,Wing
2206,Rowan O'Beirne,C,1,QCC,74,66,72005,31,36,67,27,24,5,18,23,12613,0,0,0,3680,7,821,473,0,0,0,76,57,27,24,195,73,73,69,102.2,3.6,1.8,34.4,21.8,853,573,59.8,2.6,628,402,61,3.2,Forward,Center
2208,Supreme Dalek,C,1,COL,74,66,54717,20,26,46,22,18,1,0,1,132,1,1,2,2372,1,624,332,0,0,0,86,57,35,20,150,64,61,64,101.7,4.1,2.7,38.2,30,913,671,57.6,1.4,668,504,57,-0.2,Forward,Center
2216,Jasper Wahls,RD,1,REG,74,66,68738,4,13,17,-9,20,0,1,1,519,0,0,0,3809,0,26,10,0,0,0,72,15,37,118,80,60,52,68,99.1,2.9,3.4,29.8,32.6,869,974,47.2,-1.2,623,683,47.7,-0.8,Defense,Defense
