TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
1,2200,1940,2088,1962,2319,2303,1851,1972,1173,1330,2292,1639,1620,1934,2014,NA,NA,NA,NA,NA,1940,1639,2088,2200,2319,2303,1851,2292,1173,1962,1940,1639,2088,2200,2319,1620,1851,1972,2292,1173,1940,2088,2200,1934,1639,1620,1173,1330,1639,2200,1173,2014,1940,2303,1962,2319,1851,1972,1330,1934,1639,1330,1962,2303,1173,2014,1639,2014,1962,1620,1173,1934,1940,2292,2088,1934,2200,1639,1962,2014,1940,2088,1962,2200,1851,1173,2200,1851,2088,1962,1940,1790,2241,2088,1639,NA,72
2,1661,1149,2013,1502,1555,1517,1807,2395,1289,1219,1583,1930,1161,1116,1427,NA,NA,NA,NA,NA,1583,1930,1161,1149,1116,1661,2013,2395,1502,1555,1583,1930,1161,1149,1116,1661,2013,2395,1502,1555,1930,1583,1161,1116,1149,1661,1502,1555,2013,1661,1116,1427,1149,2395,1502,1555,1930,1161,1289,1219,2013,1116,1427,1149,1502,1555,2013,1116,1427,1149,1502,1555,1930,1583,1116,1427,1149,1161,1502,1555,1930,1583,1116,1149,1161,1502,1161,1583,1930,1149,1661,2171,1965,1583,1149,NA,72
3,1910,1855,2038,1559,2106,2394,1701,2219,2080,2280,1503,1536,2042,2413,2006,NA,NA,NA,NA,NA,1910,1855,2038,2080,1503,2394,1701,2219,2106,1536,1910,1855,2038,2080,1503,2394,1701,2219,2106,1536,2038,1855,2080,2006,2394,1701,2106,2413,1910,1536,1559,2280,2219,1701,2413,2006,1855,2042,2080,2106,1701,1559,2280,2042,2413,2006,1701,1559,2280,2042,2413,2006,2394,1701,2280,2080,2038,1855,2106,1559,2394,1701,2080,2038,1855,2106,2038,1855,NA,2080,2106,2083,2323,1701,1855,NA,72
4,2276,1548,1897,1943,1858,2214,2549,2608,1628,2008,2040,2124,2555,2299,2203,NA,NA,NA,NA,NA,2276,1548,1897,2008,1858,2040,2549,2608,2299,1943,1897,1548,2276,2008,1858,2040,2549,2608,2299,1943,1897,1548,2008,1858,2549,2276,2299,1943,2276,1548,2008,1858,1897,2124,1943,2299,2608,2549,2203,1628,1548,2008,1858,2276,2203,2299,1548,2008,1858,2276,2203,2299,1548,1897,2008,1858,2549,2608,1943,2299,1548,1897,1858,2549,2608,2008,1548,1897,2276,2549,2608,1819,2423,1548,1897,NA,72
5,2086,2166,2057,1638,1646,1675,1883,1562,2136,1762,1856,2312,1859,2295,1459,NA,NA,NA,NA,NA,2086,2166,2057,1638,2136,1675,1883,1856,2295,1459,1675,2166,2057,1638,2136,2086,1883,1856,2295,1459,2057,2166,1638,2136,1856,1883,2295,1459,1675,1859,1646,1762,2086,2166,2295,1638,1562,1883,2136,1459,1859,1762,1646,2166,2295,1459,1859,1762,1646,2166,2295,1459,1675,2166,2136,1762,2086,1883,1638,1646,2166,1675,2136,1883,2086,1638,2057,1675,2086,2136,2312,1798,1843,2057,2086,NA,72
6,2279,1335,1204,1276,2293,1971,1836,1950,1941,2029,1404,2529,2296,2001,2290,NA,NA,NA,NA,NA,2279,1335,1204,1276,2290,1971,1836,1404,2001,2293,2279,1335,1204,1276,2290,1971,1836,1404,2001,2293,1335,2279,1276,1204,1836,1971,1404,2001,1204,1335,1276,2293,1404,1950,1941,2290,2279,1836,2001,2029,1335,2290,2293,1971,1941,2029,1335,2290,2293,1971,1941,2029,1971,1335,1276,1941,2279,1836,2001,2293,1971,1335,1276,2279,1836,2001,1335,1404,1204,2279,1971,1723,1899,1971,1404,NA,72
7,2180,2179,1937,2132,2070,2467,2396,1913,1839,2332,2079,2304,2019,1443,1520,NA,NA,NA,NA,NA,2180,2179,1937,1839,2079,2467,2304,2019,2132,2070,2180,2179,1937,1839,2079,2467,2304,2019,2132,2070,2079,1913,1839,2332,2180,2179,2132,1520,2180,1937,2332,2070,2179,2396,2132,1520,2467,2304,1839,1443,2019,2332,2070,2304,2132,1520,2019,2332,2070,2304,1839,1520,2467,1937,1839,2332,2079,1913,2132,1520,2180,2179,2132,2467,1937,2070,2179,2180,2467,2079,1913,1564,2009,2179,2180,NA,72
8,1964,2243,1332,1102,1472,1903,2077,1719,2311,1960,2261,1794,1286,1216,1567,NA,NA,NA,NA,NA,1964,2243,1332,1102,1472,1903,2077,1794,1960,2311,1964,2243,1332,1102,1472,1903,1794,1719,1960,2311,1794,2243,1960,2311,1964,1332,1102,1472,1332,2077,1102,1472,1964,1794,1960,2311,1719,2243,1216,1567,1794,2311,1102,2243,1960,1472,2243,2311,1102,2077,1960,1472,1332,2243,1964,1472,1903,2077,2261,2311,1332,2243,1472,1964,1719,2311,1964,1472,1332,2311,1903,1521,1881,1964,1332,NA,72
9,1999,1511,2242,2150,1805,1912,2147,2446,2182,2189,2272,2557,1986,2134,1506,NA,NA,NA,NA,NA,1999,1511,2242,2182,2150,1912,2147,2446,1805,2189,1999,1511,2242,2182,2150,1912,2147,2446,1805,2189,1511,1999,1805,2150,2147,2242,2182,2189,1511,2446,1805,2150,2147,1999,2182,2189,1912,2242,2134,1506,2446,1805,2150,1511,2182,2189,2446,1805,2150,1511,2182,2189,1511,1999,1805,2150,2147,2242,2182,2189,1511,1999,1805,2147,2242,2150,1511,2147,1999,1912,2446,1767,2148,1511,1999,NA,72
14,1975,2050,2372,1721,1693,1181,2003,1607,1947,2030,2238,2451,2350,1770,1923,NA,NA,NA,NA,NA,1975,2003,2050,1947,1721,1607,2451,2372,1693,2030,1975,2003,2050,1947,1721,1607,2451,2372,1693,2030,2003,2050,1947,1721,1607,1975,1693,2372,2372,2050,1947,1693,1607,2003,1721,2030,1181,1975,1770,1923,2050,1947,1693,1975,1721,2030,1975,1947,1693,2050,1721,2030,2003,1975,1947,1693,2372,2050,1721,2030,2003,1975,1947,2372,2050,1721,1975,1947,2003,1721,1607,1659,1885,1975,2050,NA,72
15,1952,2017,2330,1921,1989,1983,1477,1904,1432,1500,2562,2297,2287,2233,2325,NA,NA,NA,NA,NA,2330,2017,1952,1989,1500,2287,1904,2562,1432,1921,2330,2017,1952,1989,1500,2287,1904,2562,1432,1921,NA,1952,1432,1500,2017,1904,1989,2325,1983,1952,1921,1500,1904,2330,1432,1989,2297,2562,2233,2325,1983,1921,1500,1952,1432,1989,1983,1921,1500,1952,1432,1989,1904,1952,1921,1500,2330,1477,1432,1989,1904,1952,1500,2330,1477,1921,1952,2017,2330,1983,2287,2058,2225,1952,2330,NA,72
16,1673,2206,1165,1480,1914,1598,1513,1777,2002,2281,1906,2505,2644,1549,2216,NA,NA,NA,NA,NA,1673,2206,1165,1480,1598,1777,1513,1906,2281,1914,1673,2206,1165,1480,1598,1777,1513,1906,2281,1914,1165,2206,1480,1598,1777,1513,2281,1914,1513,2644,1480,1914,1777,2206,2002,2281,1673,1598,1549,2216,1513,1480,1914,1777,2002,2281,1513,1480,1914,1777,2002,2281,2206,1165,1480,1914,1513,1673,2002,2281,2206,1165,1480,1513,2002,1914,1165,1598,2206,1513,1906,1806,2107,1165,1480,NA,72
17,2300,2307,1946,2139,2164,2211,2515,2223,2122,2155,2403,2269,1539,2623,1768,NA,NA,NA,NA,NA,1946,2307,2223,2155,2164,2300,2515,2211,1768,2122,1946,2307,2223,2155,2164,2300,2515,2211,1768,2122,2223,2300,2155,2164,1946,2307,1768,2122,2300,2223,2139,2122,2307,2211,2623,2164,2515,2403,1768,2155,2223,2139,2122,2300,2155,2623,2223,2139,2122,2300,2155,2623,2300,2223,2139,2122,2307,1946,2164,2155,2223,2300,2139,2307,1946,2122,1946,2223,2211,2300,2307,1370,1553,2223,2300,NA,72
0,1830,1785,2538,2146,1209,2245,2230,2074,2159,2438,2353,1902,2480,1857,2237,NA,NA,NA,NA,NA,2538,1785,1830,2159,2146,2353,1902,2230,2480,1209,2538,1785,1830,2159,2146,2353,1902,2230,2480,1209,1785,1830,1902,2146,2230,2480,1857,1209,2480,2230,1209,2438,2074,1785,1857,2237,1830,1902,2159,2146,2230,1209,2438,1785,2159,2237,2230,1209,2438,1785,2159,2237,1785,1830,2159,2146,1902,2538,1209,2438,1830,1785,2146,2480,1902,1209,1785,1830,1902,2538,2146,2379,2560,1785,2230,NA,73
1,2200,1940,2303,1934,2319,2484,1851,1972,1173,2369,2292,2328,1620,2203,1961,NA,NA,NA,NA,NA,1940,2303,1851,2200,2319,2484,2328,2292,1173,2369,1940,2303,1851,2200,2319,1620,2328,1972,2292,1173,1940,2303,2200,1934,2328,1620,1173,1961,1940,2200,1173,2369,2328,2303,1934,2319,1851,1972,1961,2203,1940,1934,2319,2303,1961,2369,1940,2319,1934,1620,1961,2369,1940,2292,1851,1934,2200,2303,2369,2319,1940,2303,2369,1851,2200,1173,2200,1851,2303,2484,1940,2241,2270,1940,2200,NA,73
2,1661,1149,2088,1116,1219,1517,2013,2395,1555,1502,2367,2398,2427,1341,1959,NA,NA,NA,NA,NA,1661,1149,2088,1959,2395,1517,2013,2427,1116,1219,1661,1149,2088,1116,1959,1517,2013,2427,1219,2395,2088,1149,1661,1959,1517,2013,1116,1219,2395,2013,1555,1502,1661,1149,1116,1219,2398,2367,1341,1959,2013,1555,1502,2395,1116,1219,2013,1555,1502,2395,1116,1219,2088,1149,1116,1219,2395,2013,1555,1502,2088,1149,1116,2395,2013,1555,2395,1149,2088,2013,1661,2323,1965,2088,2395,NA,73
3,1910,1855,2038,2106,2006,2147,1536,2042,2280,2080,2394,2433,2350,1503,2219,NA,NA,NA,NA,NA,2038,1855,2394,2106,2042,1910,1536,2147,2080,2433,2038,1855,2394,2106,2042,1910,1536,2147,2080,2433,2038,1855,2106,2433,1536,2394,2080,2350,2433,2394,2280,2006,2147,1910,2219,2106,2350,2042,2080,1503,1855,2280,2006,2042,2106,2080,1855,2280,2006,1536,2080,2106,1855,2038,2106,2006,2219,1910,2080,2280,2038,1855,2006,1536,2219,2080,2038,1855,1910,1536,2394,2083,2308,2038,1855,NA,73
4,1548,2549,1897,1943,2008,2802,2806,2803,2299,2276,2608,2124,2805,1330,2534,NA,NA,NA,NA,NA,1548,2549,1897,2008,1943,2802,2124,2805,2299,2534,1897,1548,2276,2008,1943,2805,2549,2608,2299,2534,1897,1548,2008,1943,2805,2276,2299,2534,1897,1548,2008,1943,2802,2549,1330,2299,2608,2124,2534,2276,1548,2008,1943,2276,2534,2299,1548,2008,1943,2276,2534,2299,1548,1897,2008,1943,2549,2608,1330,2299,1548,1897,1943,2549,2608,2008,1548,1897,2549,2608,2803,2423,2801,1548,1897,NA,73
5,2086,2166,2057,2295,1762,2792,1883,1978,2797,2794,2793,2312,2791,1459,2796,NA,NA,NA,NA,NA,2792,2166,2057,2086,2295,2312,1883,1978,2791,2794,2792,2166,2057,2086,2295,2312,1883,1978,2791,2794,2057,2166,2086,2295,2793,1883,2791,2794,2086,1883,2295,1762,2792,2166,2794,1459,2791,2312,2797,2796,1883,2295,1762,2166,2794,1459,1883,2295,1762,2166,2794,1459,2057,2166,2295,1762,2086,1883,2794,1459,2166,2057,1762,2086,1883,2295,2057,2791,2166,1883,2086,1798,1843,2086,2057,NA,73
6,2279,2420,1204,2029,2293,1971,2010,1784,2001,2290,2333,2581,2453,2452,2185,NA,NA,NA,NA,NA,2279,2420,1204,2001,2293,1971,2010,1784,2452,2185,2279,2420,1204,2001,2293,1971,2010,1784,2452,2185,2420,2279,2001,1204,2010,1971,1784,2185,2420,2333,2001,2293,2010,1204,2029,2290,2581,1784,2185,2452,2420,NA,2293,1204,2452,2029,2420,NA,2293,1204,2452,2029,2420,2279,2001,2293,2010,1204,2029,2290,2420,2279,2001,2010,1204,2029,2279,1204,1971,1784,2420,2236,2000,2279,1204,NA,73
7,2180,2179,2467,2132,2332,1833,2304,1913,2377,1839,1838,2396,2019,1634,2070,NA,NA,NA,NA,NA,2180,2179,2467,1838,1839,1833,2396,1913,2132,2332,2180,2179,2467,1838,1839,1833,2396,1913,2132,2332,2019,2396,2377,1839,2180,2179,1634,2070,2467,2396,2132,2332,2180,2179,2377,1839,1838,1913,1634,2070,1838,2377,1634,1833,2132,2070,1838,2377,2070,1833,1634,1839,1833,1913,2332,1839,2304,1838,1634,2070,2180,2179,2132,2467,1913,2332,2179,2180,2467,1913,2019,1564,2073,2179,2180,NA,73
8,1964,2243,1903,1960,2820,2261,2077,1286,1216,2375,2503,1794,2822,1472,2573,NA,NA,NA,NA,NA,1903,2243,1794,1960,2820,1964,2077,1286,1472,2573,1964,2077,1794,2573,2820,1903,2243,1286,1216,1960,1964,2243,1472,1960,2077,1903,2573,2820,1794,2243,1960,2375,2077,1964,1216,1472,1286,1903,2573,2820,1964,2573,2820,2077,1960,1472,1964,2573,1472,2243,2820,1960,1964,2077,2503,1960,2243,1903,1216,2573,1964,2077,1960,1903,2243,2573,1286,1794,1903,1964,1960,1881,2821,2243,1964,NA,73
9,2242,2557,1999,1805,2150,2389,2272,2446,1284,2182,2597,2269,2041,2247,1658,NA,NA,NA,NA,NA,1999,2557,2242,2446,2150,2389,2269,2272,1805,1658,1999,2557,2242,2446,2150,2389,2269,2272,1805,1658,2557,1999,1805,2150,2269,2242,2272,1284,2242,2557,1805,2150,2446,2269,2272,1284,2389,1999,1658,2247,2557,1805,2150,2269,2272,1284,2557,1805,2150,2269,2272,1284,2557,1999,1805,2150,2269,2242,2272,1284,2557,1805,2150,2269,2272,1284,1999,NA,2446,2557,2272,2666,1767,1999,2242,NA,73
14,1607,2003,2372,1721,1693,2238,2451,2512,2810,2030,2809,1181,2808,1770,2509,NA,NA,NA,NA,NA,1607,2003,2372,1721,1693,2238,2451,2512,2810,2030,1607,2003,2372,1721,1693,2238,2451,2512,2810,2030,2003,2372,1721,1693,1607,2451,2810,2030,2372,2003,1721,1693,1607,2451,2810,2030,2238,1181,1770,2509,2003,1721,1693,2451,2810,2030,2003,1721,1693,2451,2810,2030,2372,2003,1721,1693,1607,2451,2810,2030,2372,2003,1721,1607,2451,1693,1607,2372,1721,2808,2003,2410,2807,2003,2372,NA,73
15,1983,2017,2330,1921,2816,2287,2815,2818,2812,2811,2817,2814,2562,2184,2819,NA,NA,NA,NA,NA,2818,2017,2330,1921,1983,2814,2815,2562,2811,2816,2818,2017,2330,1921,1983,2814,2815,2562,2811,2816,2330,2017,1921,1983,2814,2815,2811,2816,2815,2814,2812,2816,2017,1983,1921,2184,2287,2817,2811,2819,2815,2812,2816,1983,1921,2184,2815,2812,2816,1983,1921,2184,2330,2017,1921,1983,2815,2814,2812,2816,2330,2017,1921,2815,2814,1983,2330,2818,2017,2815,1921,2058,2217,2017,2330,NA,73
16,1673,2206,1165,2002,2281,1777,2798,2800,2563,2799,2505,2644,1906,1549,2325,NA,NA,NA,NA,NA,1673,2206,1165,2799,2281,2644,2505,1906,2002,2325,1673,2206,1165,2799,2281,2644,2505,1906,2002,2325,1165,2206,2799,2281,2644,1906,2002,2325,1673,2644,2002,2281,1777,2206,1549,2325,1165,1906,2799,2563,1673,2002,2281,1777,1549,2325,1673,2002,2281,1777,1549,2325,2206,1165,2002,2281,1906,1673,1549,2325,2206,1165,2281,1906,1673,2002,1165,2206,1906,2281,2800,1806,2107,1165,2206,NA,73
17,2300,2307,2223,2139,2164,2211,2515,1539,2233,2155,2138,2437,2569,2122,1768,NA,NA,NA,NA,NA,2300,2515,2223,2155,2139,2211,2307,1539,2164,2122,2300,2515,2223,2155,2139,2211,2307,1539,2164,2122,2223,2515,2155,2139,1539,2307,2164,2122,2223,2300,2139,2233,2211,2515,2122,2164,2437,2307,1768,2155,2515,2139,2233,2307,2155,2122,2307,2139,2233,2300,2164,2122,2223,2307,2139,2164,2515,2300,2155,2233,2307,2300,2139,2515,2223,2164,2223,2211,2300,2307,1539,1370,1973,2223,2300,NA,73
0,2245,1785,2538,2386,1209,2274,1902,2353,2351,2438,2480,2230,2561,2755,2237,2605,2613,2554,NA,NA,2353,1785,2538,1209,2237,2245,2230,2480,2755,2351,2353,1785,2538,2237,2351,2245,2230,2480,2755,1209,1785,2538,2480,2351,2230,2353,2237,1209,2480,2230,2386,2438,2245,1785,2755,1209,2274,1902,2351,2237,2230,1209,2438,1902,2386,2237,2230,1209,2438,1902,2386,2237,2538,1785,1209,2438,2353,2230,2237,2351,2538,1785,1209,2353,2230,2438,1785,2353,2538,2230,2480,2379,2560,1785,2230,NA,74
1,2484,1940,2303,1934,2319,2292,2192,2328,1961,1329,2273,2197,2271,2369,1173,2841,2729,2842,NA,NA,1940,2303,2192,2484,2319,2273,2328,2292,1173,2369,1940,2303,2192,2484,2319,2273,2328,2197,2271,1173,1940,2303,1173,1934,2328,2192,1329,1961,1940,2197,1173,2369,2328,2303,1934,2319,2271,2192,1961,1329,1940,1934,2319,2303,1961,2369,1940,2319,1934,2192,1961,2369,1940,2292,1329,1934,2273,2303,2369,2319,1940,2303,2369,2197,2192,1173,2303,2484,1940,2328,2292,2241,2073,1940,2303,NA,74
2,2889,2888,2887,1959,1219,2367,2323,2427,1555,1502,1661,2398,2395,1807,2381,1341,2134,2885,NA,NA,1661,2398,2395,2427,1959,2889,2888,2887,1502,2367,1661,2398,2395,1959,2427,2889,2888,2887,1502,2367,1661,2398,2395,1959,2889,2888,2887,1502,2323,2367,1555,1502,2398,1661,1959,1219,2888,2889,1807,2381,2323,1555,1502,2398,1959,1219,2323,1555,1502,2398,1959,1219,2398,2395,1959,1219,2888,2887,1555,1502,2398,2395,1959,2888,2887,1555,2395,1661,2427,2367,2398,1965,2884,2395,2427,NA,74
3,2394,1536,2042,1503,2875,2297,2433,2350,2874,2183,2873,2640,2876,2219,1559,2859,2860,2861,NA,NA,2042,1536,2394,2876,1503,2297,2433,2219,2875,2350,2042,1536,2394,2876,1503,2297,2433,2219,2875,2350,1536,2394,2876,1503,2433,2219,2875,2350,1536,2042,2219,1559,2433,2350,1503,2874,2297,2873,2183,2875,2042,2219,1559,2350,1503,2874,2042,2219,1559,2350,1503,2874,2394,1536,1503,1559,2219,2433,2874,2875,2394,1536,1503,2219,2433,2875,2394,2042,2433,2876,1536,2871,2308,2394,2876,NA,74
4,2608,2549,2805,1943,2448,2803,2124,1897,2416,2299,2802,2806,2458,1330,2572,2850,2851,2852,NA,NA,2803,2549,1897,2299,1943,2608,2806,2805,1330,2416,2803,2549,1897,1330,1943,2608,2806,2805,2299,2416,1897,2549,1330,1943,2608,2806,2299,2416,2805,2802,1330,1943,2803,2549,2448,2416,2608,2806,2299,2572,2802,1330,1943,2806,2448,2299,2802,1330,1943,2806,2448,2299,2549,1897,1330,1943,2803,2608,2416,2299,2549,1897,1943,2803,2608,1330,1897,2802,2549,2608,2803,2423,1907,1897,2549,NA,74
5,2791,1883,2792,2295,2794,2417,2166,2275,2797,2796,2342,2312,2793,2346,1459,2863,2862,2864,NA,NA,2791,1883,2792,2166,2295,2417,2312,2793,2275,2797,2791,1883,2792,2166,2295,2417,2312,2793,2275,2797,2791,1883,2792,2295,2312,2166,2417,2797,2792,2166,2295,2796,2417,2312,2797,2794,2275,1883,2346,1459,2166,2295,2794,2312,2797,2796,2166,2295,2794,2312,2797,2796,2791,2166,2295,2794,2792,1883,2797,2796,2166,2791,2295,1883,2792,2794,2791,2312,2793,2166,1883,2266,1798,2166,1883,NA,74
6,2279,2420,1204,2290,2185,2453,1808,1784,2524,2029,1970,2208,1971,2452,2001,2829,2333,2830,NA,NA,2279,2420,1204,2185,1784,2453,1808,1970,2290,2001,2279,2420,1204,2185,1784,2453,1808,1970,2452,2001,2420,1204,2279,2185,1808,1784,1971,2001,2420,1784,2185,2290,1808,1204,2524,2029,2208,2279,2452,2001,2420,2185,2290,1204,2452,2524,2420,2185,2290,1204,2452,2524,2420,2279,2185,2290,1808,1204,2001,2452,2420,2279,2185,1808,1204,2029,2279,1204,1784,2420,1808,2236,1779,2279,1204,NA,74
7,1833,2396,1913,2132,1839,1838,2195,2336,2377,2332,1681,2304,2196,1634,1472,2180,2179,2467,NA,NA,2180,2179,2467,1838,1839,1833,2396,1913,2132,2332,2180,2179,2467,1838,1839,1833,2396,1913,2132,2332,1833,2396,2377,1634,2179,2467,2132,1472,2467,2396,2377,2332,2180,2179,1634,2132,1838,1833,1839,1472,2180,2377,2332,1833,1634,2132,2180,2377,2332,1833,1634,2132,1833,2179,1634,1472,2304,2336,2377,2132,2180,2467,2332,2179,1913,2132,1913,2179,2180,2467,1833,1564,2045,2179,2180,NA,74
8,1903,2646,2261,1216,1960,2503,1517,2654,1286,2533,1929,2254,2822,2652,2809,2858,2856,2857,NA,NA,1903,1517,2261,2646,1216,2254,1929,2503,1286,1960,1903,1517,2261,2646,1216,2254,1929,2503,1286,1960,1903,2261,1929,1216,1517,2646,1286,1960,1517,2503,1216,1960,2646,1903,2652,2533,2261,2254,2809,1286,2646,1216,1960,1517,2652,NA,2646,1216,1960,1517,2652,2533,1903,2503,1216,1960,2646,2261,1286,2533,1903,1216,1960,2261,1286,2533,1903,2646,2261,1286,2503,2498,2479,1903,2261,NA,74
9,2272,2557,2389,1805,2150,2198,2269,2597,1317,1996,1658,1284,2765,2247,2547,2011,1654,2144,NA,NA,2272,2557,2389,1805,2150,2597,2269,1284,1317,1996,2272,2557,2389,1805,2150,2597,2269,1284,1317,1996,2557,2272,1805,2150,2269,2597,1317,1284,2272,2557,1805,2150,2597,2269,1317,1996,2389,1284,2547,2247,2557,1805,2150,2269,1317,1996,2557,1805,2150,2269,1317,1996,2557,2272,1805,2150,2269,2597,1317,1996,2557,2272,2150,2269,1284,1805,2557,2272,2389,2597,2269,2666,2664,2557,2269,NA,74
14,2238,2867,1607,2810,1693,2868,2384,2512,2869,2030,2866,2451,2142,1770,1633,2847,2848,2849,NA,NA,2238,2867,1607,2810,1693,2868,2384,2866,2869,2030,2238,2867,1607,2810,1693,2868,2384,2866,2869,2030,2238,2867,2810,1693,1607,2384,2869,2030,1607,2867,2810,1693,2238,2384,2869,2030,2868,2866,1770,1633,2867,2810,1693,2384,2869,2030,2867,2810,1693,2384,2869,2030,2238,2867,2810,1693,1607,2384,2869,2030,2238,2867,2810,1607,2384,1693,1607,1693,2238,2869,1633,2410,2865,1607,2238,NA,74
15,2562,2815,2814,2812,2816,1983,2206,2811,1980,2340,2818,2017,2330,2184,1921,1588,2820,1878,NA,NA,2818,2206,2017,2330,1921,2814,2815,2562,2811,2340,2818,2206,2017,2330,1921,2814,2815,2562,2811,2340,2017,2206,2330,1921,2815,2818,2814,2340,2815,2814,2812,2184,2206,2330,2816,2811,2017,2820,1921,1980,2815,2812,2184,2206,2816,1980,2815,2812,2184,2206,2816,1980,2017,2206,2330,2816,2815,2814,1921,2812,2017,2330,1921,2206,2814,2816,2017,2206,2330,2818,1921,2217,2540,2206,2017,NA,74
16,2287,2644,2800,2563,2281,2505,2883,2881,2325,2799,2882,2880,2580,1549,2216,2854,2853,2855,NA,NA,2800,2644,2287,2799,2281,2880,2505,2882,2563,2325,2800,2644,2287,2799,2281,2880,2505,2882,2563,2325,2644,2287,2799,2281,2505,2800,2563,2325,2644,2287,2563,2281,2505,2881,2799,2325,2883,2880,1549,2216,2644,2563,2281,2883,2799,2325,2644,2563,2281,2883,2799,2325,2644,2882,2563,2281,2287,2505,1549,2325,2644,2882,2281,2287,2505,2563,2882,2880,2644,2800,2883,2879,2878,2287,2880,NA,74
17,2138,2307,1539,1356,2164,2429,2515,2569,2233,2407,2388,2437,2087,2315,2302,2840,2839,2838,NA,NA,2515,2307,1539,1356,2164,2138,2437,2569,2233,2407,2515,2307,1539,1356,2164,2138,2437,2569,2233,2407,2307,1539,1356,2164,2515,2437,2233,2407,2515,2429,2233,2164,2307,2087,2315,2302,2437,2388,1356,2407,2515,2233,2164,2307,2315,2302,2515,2233,2164,2307,2315,2302,1539,2307,2233,2164,2569,2515,2315,2407,2307,1539,2164,2515,2437,2233,2307,1539,2515,2569,2437,1370,1973,2307,1539,NA,74
0,2353,2230,2538,2386,2438,2561,2274,2715,2351,2719,2245,2770,2480,2671,2574,NA,NA,NA,NA,NA,2538,2230,2353,2386,2574,2561,2274,2480,2671,2351,2353,2230,2538,2386,2574,2561,2274,2715,2671,2351,2538,2230,2386,2574,2353,2274,2671,2351,2480,2274,2245,2438,2561,2230,2386,2351,2538,2770,2671,2574,2230,2351,2438,2274,2386,2245,2230,2351,2438,2274,2386,2245,2480,2230,2386,2438,2353,2274,2671,2351,2230,2386,2438,2274,2671,2351,2561,2353,2538,2230,2480,2379,2560,2230,2538,NA,75
1,1971,2328,2303,1503,1908,2580,2192,2484,2455,1961,2550,2197,2460,2650,1593,NA,NA,NA,NA,NA,1971,2192,2303,1961,2650,2580,2328,2484,1503,2455,2484,2303,1971,1961,2455,2580,2328,2192,1503,1593,2484,2303,2455,1593,2328,2192,1503,1908,2328,2550,1593,1908,1971,2192,2650,1503,2460,2580,1961,2455,2328,1908,2650,2197,1593,1961,2197,1593,1908,2192,2650,1503,2303,1971,1503,1961,2484,2550,1908,2455,2192,2303,1961,2197,1971,1503,2303,2484,1971,2328,2580,2241,2073,2484,2303,NA,75
2,2889,2888,2887,2323,1807,2427,2398,2395,2783,2463,1433,2885,1411,1959,1219,NA,NA,NA,NA,NA,2889,2888,2887,2323,2395,2885,2398,2427,2783,1433,2889,2888,2887,2323,2395,2885,2398,2427,2783,1433,2889,2888,2887,2323,2427,2398,2395,2783,2395,2398,2323,1807,2889,2888,2783,2463,1411,2885,1959,1219,2398,1959,1219,2888,2323,1807,2398,1959,1219,2888,2323,1807,2395,2398,2323,1219,2887,2888,2783,1807,2398,2395,2323,2888,2887,2783,2395,2398,2427,2887,2888,2733,2884,2427,2887,NA,75
