id,name,position,league,team,season,gamesPlayed,minutes,wins,losses,ot,shotsAgainst,saves,goalsAgainst,gaa,shutouts,savePct,gameRating,pos,pos_broad
1268,Nicolae Antonescu,G,0,SFP,64,56,3292,29,21,5,1849,1692,157,2.86,2,0.915,75,Goalie,Goalie
1306,Evert Jansson,G,0,NEW,64,9,361,0,3,1,264,239,25,4.15,0,0.905,66,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,64,52,2902,31,15,2,1565,1432,133,2.75,6,0.915,72,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,64,53,3076,21,28,3,2085,1912,173,3.37,2,0.917,77,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,64,48,2846,24,19,4,1717,1577,140,2.95,3,0.918,80,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,64,55,3162,18,35,1,2419,2225,194,3.68,0,0.920,79,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,64,15,762,6,2,3,394,347,47,3.70,1,0.881,58,Goalie,Goalie
1901,Benjamin Blue-II,G,0,WPG,64,22,1176,2,14,2,916,824,92,4.69,0,0.900,74,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,64,13,720,11,1,0,301,268,33,2.75,0,0.890,60,Goalie,Goalie
2259,Monster The Doctor,G,0,LAP,64,14,792,12,1,0,318,290,28,2.12,1,0.912,65,Goalie,Goalie
2345,Hugh Jass,G,0,SEA,64,16,806,5,7,1,413,366,47,3.50,1,0.886,60,Goalie,Goalie
2352,Yanno Rosejac,G,0,TOR,64,16,830,1,10,2,703,636,67,4.84,0,0.905,70,Goalie,Goalie
2357,Willie Miller,G,0,SEA,64,54,3169,30,18,5,1666,1508,158,2.99,2,0.905,71,Goalie,Goalie
2451,Podan Podanovic,G,0,TEX,64,14,771,12,0,0,293,277,16,1.24,4,0.945,75,Goalie,Goalie
36,Name Redacted,G,0,MAN,65,58,3357,16,34,4,2766,2551,215,3.84,0,0.922,82,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,65,14,771,7,7,0,512,469,43,3.34,0,0.916,73,Goalie,Goalie
99,Harry Carpet,G,0,TOR,65,51,3008,27,21,3,1845,1685,160,3.19,1,0.913,75,Goalie,Goalie
135,Mat Smith,G,0,CHI,65,53,3121,36,15,1,1695,1558,137,2.63,8,0.919,76,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,65,55,3137,33,19,1,1569,1406,163,3.12,0,0.896,66,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,65,15,641,1,10,1,599,543,56,5.24,0,0.907,67,Goalie,Goalie
465,Zhen Roza,G,0,CGY,65,57,3167,16,35,3,2341,2124,217,4.11,2,0.907,73,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,65,54,3109,28,20,5,2018,1845,173,3.34,0,0.914,76,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,65,55,3181,37,14,1,1644,1516,128,2.41,4,0.922,75,Goalie,Goalie
566,Thor Odinson,G,0,NEW,65,56,3053,11,41,2,2440,2210,230,4.52,1,0.906,73,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,65,58,3197,16,34,5,2350,2140,210,3.94,4,0.911,76,Goalie,Goalie
596,A Jobin,G,0,HAM,65,53,3143,28,23,2,2001,1848,153,2.92,2,0.924,81,Goalie,Goalie
663,Tobias Lindeman,G,0,NEW,65,23,912,1,10,1,695,619,76,5.00,0,0.891,59,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,65,24,1373,12,7,2,806,735,71,3.10,1,0.912,71,Goalie,Goalie
764,Brick Wall,G,0,MTL,65,47,2628,14,25,4,1859,1700,159,3.63,2,0.914,77,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,65,55,3299,34,16,4,1744,1596,148,2.69,5,0.915,76,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,65,52,3095,37,13,2,1551,1418,133,2.58,2,0.914,73,Goalie,Goalie
991,Skating Dino,G,0,BUF,65,12,700,8,3,1,282,250,32,2.74,1,0.887,60,Goalie,Goalie
1052,B Jobin,G,0,HAM,65,13,777,9,4,0,467,438,29,2.24,1,0.938,84,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,65,18,858,12,1,0,368,337,31,2.17,4,0.916,66,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,65,27,1349,2,19,2,1190,1088,102,4.54,0,0.914,77,Goalie,Goalie
1142,Vincent Mietitore,G,0,EDM,65,33,1665,11,15,3,1113,1011,102,3.67,1,0.908,71,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,65,54,3133,33,17,3,1911,1769,142,2.72,4,0.926,81,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,65,49,2842,27,17,4,1612,1472,140,2.96,3,0.913,75,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,65,43,2327,17,17,3,1562,1419,143,3.69,0,0.908,74,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,65,45,2611,19,22,4,1665,1528,137,3.15,4,0.918,77,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,65,22,995,2,11,0,890,818,72,4.34,0,0.919,74,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,65,1,51,0,0,0,49,46,3,3.48,0,0.939,92,Goalie,Goalie
1912,Enes Gundogan,G,0,MIN,65,56,2964,4,48,1,2734,2502,232,4.69,0,0.915,79,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,65,16,854,11,2,1,317,284,33,2.32,0,0.896,59,Goalie,Goalie
2259,Monster The Doctor,G,0,LAP,65,15,895,13,1,0,351,315,36,2.41,0,0.897,65,Goalie,Goalie
2279,IStawp Puques,G,0,TOR,65,13,675,6,2,2,349,315,34,3.02,0,0.903,64,Goalie,Goalie
2312,Toms Zile,G,0,TOR,65,5,305,5,0,0,130,120,10,1.97,1,0.923,70,Goalie,Goalie
2345,Hugh Jass,G,0,SEA,65,13,720,10,1,1,325,290,35,2.92,1,0.892,59,Goalie,Goalie
2357,Willie Miller,G,0,SEA,65,55,3270,33,18,3,1866,1708,158,2.90,3,0.915,76,Goalie,Goalie
2443,Hank Stopper,G,0,CGY,65,12,700,1,9,2,494,440,54,4.63,0,0.891,66,Goalie,Goalie
2451,Podan Podanovic,G,0,TEX,65,16,791,7,4,0,500,446,54,4.09,1,0.892,64,Goalie,Goalie
2501,Corey McFarland,G,0,BAP,65,16,843,10,2,1,310,273,37,2.63,1,0.881,57,Goalie,Goalie
2514,Recently Tired,G,0,ATL,65,19,1136,14,3,1,452,403,49,2.59,3,0.892,63,Goalie,Goalie
2522,Dominik Tretyak,G,0,PHI,65,18,863,11,2,0,342,313,29,2.01,2,0.915,64,Goalie,Goalie
2538,Charlie Bombay,G,0,CGY,65,5,109,0,0,0,76,66,10,5.48,0,0.868,54,Goalie,Goalie
2571,Jonas Johansson,G,0,WPG,65,13,754,5,5,3,475,434,41,3.26,0,0.914,73,Goalie,Goalie
2575,Rebecca Montagne,G,0,WPG,65,54,3246,36,14,3,1702,1568,134,2.48,8,0.921,77,Goalie,Goalie
36,Name Redacted,G,0,MAN,66,54,3211,30,20,4,1726,1565,161,3.01,1,0.907,74,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,66,12,664,5,6,1,440,388,52,4.69,0,0.882,70,Goalie,Goalie
99,Harry Carpet,G,0,TOR,66,52,3066,29,21,2,1544,1376,168,3.29,1,0.891,68,Goalie,Goalie
135,Mat Smith,G,0,CHI,66,54,3199,35,14,4,1560,1401,159,2.98,4,0.898,70,Goalie,Goalie
198,Meeka Keprosoft,G,0,HAM,66,42,2173,15,13,5,1564,1432,132,3.64,0,0.916,77,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,66,54,3063,18,25,5,1989,1783,206,4.03,2,0.896,73,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,66,13,767,8,2,2,407,363,44,3.44,0,0.892,69,Goalie,Goalie
465,Zhen Roza,G,0,CGY,66,43,2529,17,21,3,1414,1261,153,3.63,0,0.892,71,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,66,55,3193,21,27,6,1835,1644,191,3.59,0,0.896,72,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,66,56,3327,27,19,8,1829,1637,192,3.46,5,0.895,71,Goalie,Goalie
566,Thor Odinson,G,0,SEA,66,22,1271,14,6,1,571,516,55,2.59,1,0.904,69,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,66,53,2982,17,30,5,1959,1764,195,3.92,1,0.900,76,Goalie,Goalie
663,Tobias Lindeman,G,0,NEW,66,25,1293,3,16,1,937,847,90,4.17,1,0.904,76,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,66,27,1477,15,7,3,692,622,70,2.84,3,0.899,68,Goalie,Goalie
764,Brick Wall,G,0,MTL,66,51,3010,31,15,4,1681,1526,155,3.09,3,0.908,75,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,66,54,3223,30,22,2,1591,1419,172,3.20,3,0.892,69,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,66,55,3290,34,15,4,1623,1461,162,2.95,3,0.900,71,Goalie,Goalie
991,Skating Dino,G,0,BUF,66,13,746,12,0,0,306,278,28,2.25,0,0.908,70,Goalie,Goalie
992,Sir Devoir,G,0,BAP,66,7,370,2,4,1,212,188,24,3.88,0,0.887,68,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,66,28,1576,20,3,0,703,639,64,2.44,2,0.909,71,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,66,19,965,8,7,1,545,487,58,3.61,0,0.894,68,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,66,43,2416,23,15,5,1240,1106,134,3.33,3,0.892,68,Goalie,Goalie
1306,Evert Jansson,G,0,NEW,66,48,2679,19,25,2,1782,1590,192,4.30,1,0.892,73,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,66,49,2956,36,11,2,1299,1175,124,2.52,5,0.905,72,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,66,43,2522,25,12,4,1235,1116,119,2.83,1,0.904,71,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,66,28,1177,4,8,0,920,832,88,4.48,0,0.904,72,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,66,34,1805,10,23,0,1332,1174,158,5.25,0,0.881,70,Goalie,Goalie
1912,Enes Gundogan,G,0,MIN,66,54,2801,7,44,3,2339,2069,270,5.78,0,0.885,70,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,66,14,780,10,1,2,372,346,26,2.00,1,0.930,77,Goalie,Goalie
2249,Tim Allen Jr,G,0,TEX,66,20,933,6,4,3,585,524,61,3.92,1,0.896,69,Goalie,Goalie
2259,Monster The Doctor,G,0,LAP,66,13,685,11,2,0,283,257,26,2.28,0,0.908,67,Goalie,Goalie
2279,IStawp Puques,G,0,TOR,66,16,911,9,5,0,514,460,54,3.55,0,0.895,72,Goalie,Goalie
2357,Willie Miller,G,0,SEA,66,47,2718,26,14,5,1267,1124,143,3.16,4,0.887,67,Goalie,Goalie
2443,Hank Stopper,G,0,CGY,66,25,1455,14,11,0,806,718,88,3.63,1,0.891,70,Goalie,Goalie
2501,Corey McFarland,G,0,BAP,66,15,543,2,8,1,384,331,53,5.85,0,0.862,57,Goalie,Goalie
2514,Recently Tired,G,0,ATL,66,17,1019,14,3,0,379,343,36,2.12,2,0.905,69,Goalie,Goalie
2522,Dominik Tretyak,G,0,PHI,66,16,794,9,3,0,437,392,45,3.40,0,0.897,68,Goalie,Goalie
2571,Jonas Johansson,G,0,WPG,66,14,772,6,6,0,377,326,51,3.96,0,0.865,59,Goalie,Goalie
2575,Rebecca Montagne,G,0,WPG,66,55,3205,32,21,1,1720,1538,182,3.41,0,0.894,70,Goalie,Goalie
2595,Anthony Dionne,G,0,TEX,66,1,62,1,0,0,42,40,2,1.91,0,0.952,100,Goalie,Goalie
2650,Ted Lindsay,G,0,EDM,66,53,2377,2,40,2,2144,1853,291,7.35,0,0.864,62,Goalie,Goalie
2709,Juliu Parker,G,0,EDM,66,43,1579,3,19,0,1375,1191,184,6.99,0,0.866,60,Goalie,Goalie
36,Name Redacted,G,0,MAN,67,41,2409,22,14,4,1256,1135,121,3.01,3,0.904,73,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,67,15,803,5,7,1,497,431,66,4.93,0,0.867,61,Goalie,Goalie
99,Harry Carpet,G,0,TOR,67,40,2403,27,11,2,1126,1034,92,2.30,4,0.918,75,Goalie,Goalie
135,Mat Smith,G,0,CHI,67,55,3143,29,20,5,1398,1255,143,2.73,6,0.898,68,Goalie,Goalie
198,Meeka Keprosoft,G,0,HAM,67,55,2536,10,35,3,2018,1768,250,5.91,0,0.876,64,Goalie,Goalie
300,Rusty Remao,G,0,BAP,67,19,895,4,9,0,605,533,72,4.83,0,0.881,65,Goalie,Goalie
465,Zhen Roza,G,0,TBB,67,54,3190,21,26,6,1933,1735,198,3.72,2,0.898,74,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,67,33,2007,18,12,3,1079,974,105,3.14,2,0.903,73,Goalie,Goalie
565,Strom Chamberlain,G,0,CGY,67,47,2831,32,11,4,1625,1471,154,3.26,2,0.905,76,Goalie,Goalie
566,Thor Odinson,G,0,SEA,67,19,978,12,4,0,437,390,47,2.88,2,0.892,65,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,67,54,2908,11,37,2,1989,1765,224,4.62,3,0.887,70,Goalie,Goalie
663,Tobias Lindeman,G,0,NEW,67,17,847,9,5,0,435,386,49,3.47,3,0.887,66,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,67,22,1259,16,4,1,569,516,53,2.53,2,0.907,70,Goalie,Goalie
764,Brick Wall,G,0,MTL,67,52,2874,28,16,4,1480,1326,154,3.21,5,0.896,69,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,67,51,2855,24,23,1,1594,1420,174,3.66,1,0.891,69,Goalie,Goalie
991,Skating Dino,G,0,BUF,67,13,729,9,3,0,264,245,19,1.56,3,0.928,72,Goalie,Goalie
992,Sir Devoir,G,0,BAP,67,52,2675,12,33,2,1666,1467,199,4.46,0,0.881,65,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,67,27,1610,21,6,0,645,572,73,2.72,4,0.887,64,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,67,20,1097,6,11,1,642,573,69,3.77,0,0.893,70,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,67,40,2359,20,17,2,1216,1089,127,3.23,3,0.896,70,Goalie,Goalie
1306,Evert Jansson,G,0,NEW,67,55,3123,21,30,1,1750,1549,201,3.86,1,0.885,68,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,67,48,2847,34,12,1,1398,1273,125,2.63,6,0.911,75,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,67,46,2707,27,17,1,1318,1171,147,3.26,2,0.888,67,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,67,34,1446,0,16,2,1273,1119,154,6.39,0,0.879,65,Goalie,Goalie
1912,Enes Gundogan,G,0,MIN,67,52,2891,6,41,4,2147,1918,229,4.75,2,0.893,72,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,67,16,850,5,3,4,382,329,53,3.74,0,0.861,58,Goalie,Goalie
2189,Joshua CorcoranTwitch,G,0,MIN,67,26,1083,2,11,2,793,716,77,4.27,1,0.903,71,Goalie,Goalie
2259,Monster The Doctor,G,0,WPG,67,12,721,11,1,0,257,230,27,2.25,0,0.895,65,Goalie,Goalie
2312,Toms Zile,G,0,TOR,67,26,1561,20,5,1,803,717,86,3.31,3,0.893,71,Goalie,Goalie
2357,Willie Miller,G,0,SEA,67,51,2998,31,15,4,1303,1164,139,2.78,6,0.893,67,Goalie,Goalie
2443,Hank Stopper,G,0,CGY,67,20,1180,10,6,3,601,540,61,3.10,1,0.899,72,Goalie,Goalie
2514,Recently Tired,G,0,ATL,67,19,1134,14,5,0,508,456,52,2.75,1,0.898,69,Goalie,Goalie
2571,Jonas Johansson,G,0,LAP,67,22,1145,14,3,1,523,464,59,3.09,0,0.887,63,Goalie,Goalie
2575,Rebecca Montagne,G,0,WPG,67,54,3258,39,12,3,1368,1233,135,2.49,3,0.901,69,Goalie,Goalie
2595,Anthony Dionne,G,0,TEX,67,5,211,1,3,0,150,131,19,5.40,0,0.873,60,Goalie,Goalie
2752,Shiny Shuckle,G,0,BAP,67,9,389,3,3,0,214,186,28,4.32,1,0.869,60,Goalie,Goalie
2789,Casey Fantobens,G,0,BUF,67,54,3233,26,24,4,1745,1549,196,3.64,1,0.888,69,Goalie,Goalie
2828,Justin Time,G,0,EDM,67,58,3295,19,29,7,2119,1914,205,3.73,3,0.903,76,Goalie,Goalie
2860,Valerian Sauveterre,G,0,TEX,67,19,855,8,4,0,485,435,50,3.51,1,0.897,67,Goalie,Goalie
2862,Tim Thomas,G,0,EDM,67,15,696,0,9,2,598,534,64,5.51,0,0.893,69,Goalie,Goalie
2900,Adam Rage,G,0,MAN,67,23,1187,10,7,3,663,591,72,3.64,2,0.891,69,Goalie,Goalie
2904,Inda Bagg,G,0,MAN,67,7,390,4,2,0,198,177,21,3.23,1,0.894,68,Goalie,Goalie
2921,BASE PACK,G,0,PHI,67,33,1989,19,12,2,1103,1009,94,2.84,3,0.915,77,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,68,35,1793,11,21,0,1281,1145,136,4.55,1,0.894,72,Goalie,Goalie
99,Harry Carpet,G,0,TOR,68,31,1748,22,6,1,904,799,105,3.60,2,0.884,66,Goalie,Goalie
135,Mat Smith,G,0,CHI,68,54,3216,34,17,3,1417,1262,155,2.89,5,0.891,67,Goalie,Goalie
198,Meeka Keprosoft,G,0,EDM,68,12,686,4,6,1,381,339,42,3.67,0,0.890,69,Goalie,Goalie
300,Rusty Remao,G,0,BAP,68,22,971,6,8,0,571,512,59,3.64,1,0.897,66,Goalie,Goalie
465,Zhen Roza,G,0,TBB,68,42,2176,5,24,5,1425,1249,176,4.85,0,0.876,65,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,68,26,1516,19,5,1,747,681,66,2.61,4,0.912,75,Goalie,Goalie
565,Strom Chamberlain,G,0,CGY,68,45,2690,24,15,5,1407,1263,144,3.21,3,0.898,72,Goalie,Goalie
566,Thor Odinson,G,0,SEA,68,18,1078,17,1,0,347,316,31,1.72,2,0.911,68,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,68,49,2836,11,35,3,2034,1804,230,4.87,1,0.887,71,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,68,21,1284,11,8,2,617,563,54,2.52,2,0.912,76,Goalie,Goalie
764,Brick Wall,G,0,MTL,68,55,3236,32,16,6,1597,1439,158,2.93,4,0.901,72,Goalie,Goalie
849,Olof Karsikko,G,0,NEW,68,55,3172,21,25,8,1728,1528,200,3.78,1,0.884,67,Goalie,Goalie
992,Sir Devoir,G,0,BAP,68,53,2911,13,30,7,1863,1656,207,4.27,1,0.889,69,Goalie,Goalie
1052,B Jobin,G,0,HAM,68,57,3142,12,40,2,2440,2169,271,5.17,0,0.889,72,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,68,60,3112,13,36,4,2086,1840,246,4.74,1,0.882,65,Goalie,Goalie
1306,Evert Jansson,G,0,LAP,68,46,2640,8,32,5,1594,1414,180,4.09,0,0.887,69,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,68,48,2843,36,11,1,1467,1348,119,2.51,4,0.919,78,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,68,45,2711,21,21,3,1296,1159,137,3.03,4,0.894,69,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,68,18,833,2,10,0,692,597,95,6.84,0,0.863,59,Goalie,Goalie
1912,Enes Gundogan,G,0,MIN,68,55,3064,12,39,1,2073,1853,220,4.31,2,0.894,72,Goalie,Goalie
2117,Bandit Heeler,G,0,BAP,68,2,108,0,2,0,71,59,12,6.65,0,0.831,47,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,68,14,771,10,1,1,305,270,35,2.72,0,0.885,62,Goalie,Goalie
2189,Joshua CorcoranTwitch,G,0,MIN,68,20,910,3,8,3,622,551,71,4.68,0,0.886,64,Goalie,Goalie
2312,Toms Zile,G,0,TOR,68,39,2251,24,10,3,1245,1118,127,3.38,0,0.898,70,Goalie,Goalie
2357,Willie Miller,G,0,SEA,68,48,2897,37,8,3,1148,1034,114,2.36,4,0.901,68,Goalie,Goalie
2443,Hank Stopper,G,0,CGY,68,23,1306,13,6,3,652,589,63,2.89,1,0.903,71,Goalie,Goalie
2514,Recently Tired,G,0,ATL,68,19,1130,15,2,1,492,457,35,1.86,4,0.929,78,Goalie,Goalie
2522,Dominik Tretyak,G,0,BUF,68,15,772,11,1,0,352,324,28,2.17,4,0.920,73,Goalie,Goalie
2538,Charlie Bombay,G,0,SFP,68,26,875,2,11,0,617,530,87,5.97,0,0.859,55,Goalie,Goalie
2571,Jonas Johansson,G,0,LAP,68,25,1321,8,12,1,807,722,85,3.86,0,0.895,70,Goalie,Goalie
2575,Rebecca Montagne,G,0,WPG,68,54,3203,43,8,2,1411,1284,127,2.38,8,0.910,73,Goalie,Goalie
2588,Anthony Dionne,G,0,TEX,68,6,360,3,3,0,157,141,16,2.67,0,0.898,69,Goalie,Goalie
2752,Shiny Shuckle,G,0,WPG,68,13,777,11,2,0,298,277,21,1.62,1,0.930,74,Goalie,Goalie
2789,Casey Fantobens,G,0,BUF,68,54,3205,34,18,2,1734,1559,175,3.28,4,0.899,74,Goalie,Goalie
2828,Justin Time,G,0,EDM,68,56,3288,26,25,4,1740,1563,177,3.23,4,0.898,72,Goalie,Goalie
2860,Valerian Sauveterre,G,0,MTL,68,15,750,8,3,1,349,310,39,3.12,2,0.888,64,Goalie,Goalie
2900,Adam Rage,G,0,MAN,68,43,2457,23,15,3,1304,1162,142,3.47,1,0.891,70,Goalie,Goalie
2904,Inda Bagg,G,0,MAN,68,28,1535,17,7,1,778,688,90,3.52,1,0.884,66,Goalie,Goalie
2921,BASE PACK,G,0,PHI,68,41,2457,25,15,1,1164,1036,128,3.13,1,0.890,68,Goalie,Goalie
2954,Nina Tucker,G,0,TEX,68,19,784,4,6,1,512,463,49,3.75,0,0.904,68,Goalie,Goalie
3078,Jason Playstation,G,0,NEW,68,15,808,9,3,0,386,347,39,2.89,0,0.899,67,Goalie,Goalie
99,Harry Carpet,G,0,TOR,69,36,1941,9,24,0,1506,1349,157,4.85,1,0.896,73,Goalie,Goalie
135,Mat Smith,G,0,CHI,69,56,3327,35,15,4,1592,1438,154,2.78,4,0.903,71,Goalie,Goalie
300,Rusty Remao,G,0,BAP,69,17,663,1,11,0,420,372,48,4.34,0,0.886,63,Goalie,Goalie
465,Zhen Roza,G,0,TBB,69,26,1341,5,13,2,930,825,105,4.70,0,0.887,69,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,69,21,1190,14,4,2,598,545,53,2.67,3,0.911,73,Goalie,Goalie
565,Strom Chamberlain,G,0,CGY,69,44,2656,26,14,4,1352,1221,131,2.96,3,0.903,74,Goalie,Goalie
566,Thor Odinson,G,0,SEA,69,20,1182,17,2,1,433,401,32,1.62,3,0.926,73,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,69,29,1256,6,14,0,882,787,95,4.54,0,0.892,67,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,69,24,1288,14,6,1,613,551,62,2.89,3,0.899,68,Goalie,Goalie
764,Brick Wall,G,0,MTL,69,54,3244,40,13,1,1578,1438,140,2.59,6,0.911,75,Goalie,Goalie
849,Olof Karsikko,G,0,NEW,69,54,3187,34,16,4,1614,1469,145,2.73,8,0.910,75,Goalie,Goalie
992,Sir Devoir,G,0,BAP,69,56,3144,11,37,3,1965,1742,223,4.25,1,0.887,69,Goalie,Goalie
1052,B Jobin,G,0,HAM,69,57,3166,13,39,3,2155,1914,241,4.57,0,0.888,70,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,69,27,1169,0,18,3,1002,867,135,6.93,0,0.865,60,Goalie,Goalie
1306,Evert Jansson,G,0,LAP,69,25,1241,5,13,0,748,670,78,3.77,1,0.896,69,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,69,49,2784,29,15,4,1408,1251,157,3.38,1,0.888,67,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,69,47,2702,28,16,1,1349,1203,146,3.24,2,0.892,69,Goalie,Goalie
1912,Enes Gundogan,G,0,MIN,69,57,3123,14,36,4,2246,2012,234,4.49,2,0.896,72,Goalie,Goalie
2117,Bandit Heeler,G,0,BAP,69,3,160,0,2,1,86,70,16,5.96,0,0.814,44,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,69,12,663,8,4,0,264,226,38,3.44,0,0.856,56,Goalie,Goalie
2189,Joshua CorcoranTwitch,G,0,MIN,69,20,845,3,9,0,628,559,69,4.90,0,0.890,66,Goalie,Goalie
2312,Toms Zile,G,0,TOR,69,38,2040,4,26,3,1466,1309,157,4.62,0,0.893,72,Goalie,Goalie
2345,Hugh Jass,G,0,HAM,69,17,796,2,9,0,570,491,79,5.95,0,0.861,59,Goalie,Goalie
2357,Willie Miller,G,0,SEA,69,48,2795,33,11,2,1083,974,109,2.34,4,0.899,66,Goalie,Goalie
2443,Hank Stopper,G,0,CGY,69,22,1325,17,5,0,653,587,66,2.99,2,0.899,72,Goalie,Goalie
2514,Recently Tired,G,0,ATL,69,22,1186,17,1,0,448,409,39,1.97,3,0.913,69,Goalie,Goalie
2522,Dominik Tretyak,G,0,BUF,69,16,868,12,1,1,359,331,28,1.93,2,0.922,72,Goalie,Goalie
2571,Jonas Johansson,G,0,LAP,69,49,2709,12,35,1,1620,1450,170,3.76,2,0.895,71,Goalie,Goalie
2575,Rebecca Montagne,G,0,WPG,69,54,3241,40,12,2,1266,1117,149,2.76,5,0.882,63,Goalie,Goalie
2595,Anthony Dionne,G,0,TEX,69,51,2735,17,24,5,1749,1561,188,4.12,1,0.893,69,Goalie,Goalie
2752,Shiny Shuckle,G,0,WPG,69,13,730,12,0,0,271,255,16,1.31,3,0.941,76,Goalie,Goalie
2789,Casey Fantobens,G,0,BUF,69,54,3105,32,18,2,1606,1450,156,3.01,5,0.903,72,Goalie,Goalie
2828,Justin Time,G,0,EDM,69,57,3280,28,19,7,1604,1437,167,3.05,1,0.896,69,Goalie,Goalie
2860,Valerian Sauveterre,G,0,MTL,69,12,717,10,2,0,276,249,27,2.26,2,0.902,68,Goalie,Goalie
2900,Adam Rage,G,0,MAN,69,49,2850,27,15,6,1497,1360,137,2.88,6,0.908,75,Goalie,Goalie
2904,Inda Bagg,G,0,MAN,69,21,1144,12,5,1,487,437,50,2.62,2,0.897,66,Goalie,Goalie
2921,BASE PACK,G,0,PHI,69,48,2805,31,12,3,1215,1082,133,2.84,3,0.891,67,Goalie,Goalie
3078,Jason Playstation,G,0,NEW,69,14,791,11,1,0,305,277,28,2.12,3,0.908,70,Goalie,Goalie
3136,Isabella Bouchard,G,0,EDM,69,15,686,4,8,0,425,379,46,4.02,1,0.892,65,Goalie,Goalie
3203,Sjoforsvaret,G,0,TBB,69,49,2654,14,26,6,1763,1588,175,3.96,3,0.901,73,Goalie,Goalie
3248,Caleb Hayden,G,0,SFP,69,55,2798,13,30,2,1889,1677,212,4.54,2,0.888,69,Goalie,Goalie
135,Mat Smith,G,0,CHI,70,54,3151,29,21,4,1599,1421,178,3.39,3,0.889,68,Goalie,Goalie
300,Rusty Remao,G,0,BAP,70,27,1158,10,6,2,740,673,67,3.47,0,0.909,70,Goalie,Goalie
