TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
18,3593,2564,2920,3178,1143,1970,2455,3806,1701,4027,3249,4172,3645,726,4092,NA,NA,NA,NA,NA,3593,2920,2564,3178,2455,3806,4172,3645,1701,1143,3593,2920,2564,3178,2455,3806,4172,3645,1701,1143,2920,2564,3178,2455,3645,3593,1701,1143,2920,2455,3178,1143,2564,3249,1701,726,3806,3645,4027,4092,2920,3178,1143,2455,1701,726,2920,3178,1143,2564,1701,726,2920,2564,3178,1143,2455,3593,1701,726,2920,2564,3178,2455,3593,1143,2920,2564,3593,3178,2455,3900,3273,2920,3178,NA,75
19,1428,4144,1506,2340,2454,3301,3371,3828,4045,1246,1286,1367,3126,3275,4175,NA,NA,NA,NA,NA,1506,4144,1428,2340,2454,3301,3371,3828,4175,4045,1506,4144,1428,2340,2454,3301,3371,3828,4175,4045,1428,1506,3301,2340,4144,3371,3828,2454,3126,3371,2340,2454,1367,3301,4045,1246,1506,1286,3275,4175,3371,2340,2454,1367,4045,1246,3371,2340,2454,3126,4045,4175,1428,1506,2340,2454,4144,3371,4045,1246,1428,1506,2340,4144,3371,2454,1428,2340,3301,3371,4144,2357,3955,1428,1506,NA,75
20,3892,3589,510,369,774,3253,3867,3499,737,3515,941,2970,3041,1969,3443,NA,NA,NA,NA,NA,3892,3589,3867,941,774,3253,2970,3499,3515,3443,3892,3589,3867,941,774,3253,2970,3499,3515,3443,941,3589,3892,774,3499,3867,510,3515,3041,3253,3443,369,3499,510,1969,737,2970,3589,774,3515,3041,3443,369,3253,1969,737,3041,3443,369,3253,1969,737,3041,3589,3443,774,3892,941,369,3515,3041,3589,774,3892,941,3443,3589,510,3892,941,3867,3873,3615,3589,3892,NA,75
21,3206,3029,3258,3237,3412,1014,2792,2620,2488,3975,3720,3882,4013,4101,823,NA,NA,NA,NA,NA,2792,3029,3258,3412,2488,3720,3882,2620,1014,3237,2792,3029,3258,3412,3237,3720,3882,2620,1014,2488,3258,3029,3412,3237,2620,2792,823,2488,2620,3029,3412,2488,1014,3258,823,3237,4013,3882,4101,3975,3029,2488,3412,3882,3237,823,3029,3412,2488,3882,823,3237,3258,3029,2488,3237,2620,2792,823,3412,3029,3258,4101,2792,2620,3412,3029,2792,3258,2620,1014,2921,4079,3029,2792,NA,75
0,3532,3960,3661,4090,2553,1676,3430,3751,3486,3915,3717,4348,2728,3738,3247,NA,NA,NA,NA,NA,1676,3430,3751,3486,3915,3532,3960,3661,2553,4348,1676,3430,3751,3486,3915,3532,3960,3661,2553,4348,3751,3430,3486,3915,1676,3532,2553,3661,3661,3430,3486,3915,1676,3532,2553,4090,4348,3960,3738,3247,3430,3486,3915,3532,2553,4090,3430,3486,3915,3532,2553,4090,3751,3430,3486,3915,1676,3532,2553,3661,3751,3430,3486,1676,3532,3915,3430,3486,3751,3532,3915,2789,4329,3430,3486,NA,76
1,4358,2668,1170,4000,3617,4030,4035,4261,4212,2866,4016,768,3687,2608,4202,NA,NA,NA,NA,NA,4358,4035,1170,4212,4000,4030,2668,4261,2866,3617,4358,4035,4030,4212,4000,4016,2668,4261,2866,3617,4035,2668,4212,4000,4358,4030,2866,3617,768,4016,2866,4202,2668,3687,2608,3617,4035,4030,4212,4000,768,2866,4202,4035,2608,3617,768,2866,4202,2668,2608,3617,4035,1170,4212,3617,2668,4261,2608,2866,1170,4035,2866,4261,4358,3617,2668,4030,4358,4035,4000,3538,135,2668,4035,NA,76
2,3206,3127,1394,3028,4197,4084,4166,4229,3953,3355,3879,3541,3011,2974,3678,NA,NA,NA,NA,NA,3879,3541,3011,2974,3028,4229,4166,4084,4197,3355,3879,3541,3011,2974,3028,4229,4166,4084,4197,3355,3541,3011,2974,3028,3879,3127,4197,4166,3541,3206,2974,3678,3011,3127,3355,4197,4166,3879,3028,3953,3541,2974,3678,3011,3355,4197,3541,2974,3678,3011,3355,4197,1394,3011,2974,3028,3206,3541,4197,3678,3011,1394,2974,3206,3541,3028,3011,3206,1394,3541,4229,3635,4225,3011,3541,NA,76
3,4043,3735,3648,4276,3888,3188,3287,4340,4127,2841,4306,4325,3147,1113,3604,NA,NA,NA,NA,NA,3188,3287,3147,4276,2841,4043,3735,3648,3604,3888,3188,3287,3147,4276,2841,4043,4325,3648,3604,3888,3287,3147,3188,2841,4043,3648,3604,3888,3735,3648,3604,4127,4325,4340,2841,1113,4306,3188,3888,4276,4325,1113,4127,4306,3604,2841,4325,1113,3604,4306,4127,3888,3287,3147,3188,2841,3735,4043,3648,3888,3287,3147,2841,3188,3648,3888,3287,3648,3188,4043,3147,2312,3588,3287,3648,NA,76
4,4314,3864,2544,4008,4120,3942,3816,3404,4049,4149,1824,3947,4154,4153,3968,NA,NA,NA,NA,NA,4314,3864,2544,4049,4120,3942,3816,1824,4153,4149,4314,3864,2544,4049,4120,3942,3816,1824,4153,4149,4314,2544,4049,4120,3942,3816,4153,4149,3864,3942,4008,3968,1824,2544,4049,4149,3404,3816,4153,4120,3864,4008,3968,1824,4049,4149,3864,4008,3968,1824,4049,4149,1824,2544,4008,4120,3864,3942,4049,4149,1824,2544,4120,3864,3942,4049,2544,1824,3864,3942,3816,4102,4018,2544,1824,NA,76
5,3418,2652,2892,2768,3697,4223,4017,4242,4353,4299,3789,3366,3708,2976,3356,NA,NA,NA,NA,NA,2652,3366,3708,2976,3697,3418,3789,2892,2768,3356,2652,3366,3708,2976,3697,3418,3789,2892,2768,3356,3366,3708,2976,3697,2652,2892,2768,3356,3366,3418,2976,3356,2652,3708,4299,3697,NA,NA,NA,NA,3366,2976,3356,2652,4299,3697,3366,2976,3356,2652,2768,3697,3708,2652,2976,3356,2892,3366,2768,3697,3708,2652,2976,2892,3366,2768,2652,3708,3366,2892,4017,849,4024,3366,2976,NA,76
6,2947,3033,4075,3478,3448,3599,3807,3666,4026,3794,4293,4323,4213,4251,4235,NA,NA,NA,NA,NA,2947,3033,3666,3478,3448,3599,3807,4075,4026,3794,2947,3033,3666,3478,3448,3599,3807,4075,4026,3794,2947,3599,3478,3448,3033,4075,3794,4026,3599,3807,3478,3448,4323,4075,3794,4026,2947,3033,4251,4235,2947,3478,3448,3033,3794,4235,2947,3478,3448,3033,3794,4235,2947,3033,3478,3448,3666,4075,3794,4026,2947,3033,3448,3666,4026,3478,2947,3666,3033,3807,4075,3746,3203,2947,3666,NA,76
7,3362,3423,4032,4052,2868,2433,3539,3003,780,3845,3477,2935,3073,3781,3455,NA,NA,NA,NA,NA,3477,2935,3073,4052,3455,2433,3539,3362,780,3423,3477,2935,3073,4052,780,2433,3539,3362,3455,3423,3477,3539,4052,3073,3362,3423,780,3781,3362,3423,3781,3455,4032,3073,780,2868,2433,2935,4052,3845,3423,3781,3455,2935,780,2868,3423,3781,3455,3073,2868,3845,3073,2935,780,3455,3477,3539,3781,4052,2935,3073,3781,3539,3477,3455,2935,3073,3477,2433,3362,4174,992,3539,2935,NA,76
8,1817,3663,3112,4371,3834,4356,4345,3962,4041,2987,3008,3956,3945,3906,3856,NA,NA,NA,NA,NA,3945,3956,3008,3856,3906,3112,4345,1817,3834,2987,3945,3956,3008,3856,3906,3112,4345,1817,3834,2987,3008,3956,3856,3906,3945,4345,3834,2987,3962,3008,4041,3856,1817,4356,3834,3906,3945,3956,2987,4371,3008,4041,3856,3962,3834,3906,3008,4041,3856,3962,3834,3906,3008,3956,2987,3856,3945,4345,3834,3906,3956,3008,3906,3945,4345,3856,3956,3008,3945,4356,3112,2575,3494,3008,3956,NA,76
9,3820,3145,4019,2945,2901,1190,1239,1282,1846,3389,3490,4271,3102,3439,2681,NA,NA,NA,NA,NA,3820,3145,4019,2681,2945,1190,1239,1282,3490,2901,3820,3145,4019,1846,3389,1190,1239,4271,3490,2901,3490,3820,3145,3389,1239,4271,3439,2901,1190,1239,1846,2901,3820,4271,2945,3439,3145,3102,2681,3389,3102,1846,2901,1190,2945,3439,3102,1846,2901,1190,2945,3439,3820,4019,1846,2901,3145,1190,2945,3389,3102,3820,2901,3145,3490,1846,3490,3145,3102,3820,3389,3136,3829,3820,3490,NA,76
10,3189,3142,2920,3271,4110,3528,3270,4246,877,3245,2917,3944,3310,2995,3359,NA,NA,NA,NA,NA,4246,3270,2920,3189,3528,3310,3142,3944,2995,2917,3310,3270,2920,3189,3528,4246,3142,3944,2995,2917,2920,3270,3189,3245,3142,3310,2995,2917,2917,3142,3271,877,3944,3189,4110,3245,2920,3270,3359,2995,3189,3271,877,2917,4110,3245,3189,3271,877,2917,4110,3245,3310,3142,3189,3245,2920,3270,877,3271,3189,3142,3359,2920,3270,3271,3270,3142,3189,3359,3528,3516,3900,3270,2920,NA,76
11,2540,3886,4015,2463,2486,3075,2207,2457,2529,2228,1082,1923,2427,2371,2370,NA,NA,NA,NA,NA,3075,2207,2457,2529,2486,2540,3886,4015,2463,2228,3075,2207,2457,2529,2486,2540,2371,1082,2463,2228,3075,2207,2529,2486,1082,3886,2463,2228,3075,2207,2463,2486,2457,3886,2529,2228,NA,NA,NA,NA,2207,2463,2486,3886,2529,2228,2207,2463,2486,3886,2529,2228,3075,2207,2529,2486,2457,3886,2463,2228,3075,2207,2486,2457,3886,2529,3886,3075,2457,2540,1082,3843,2443,3075,2207,NA,76
12,3898,4167,3606,3821,3640,2962,3524,3662,3395,3825,4028,4003,3911,3810,3256,NA,NA,NA,NA,NA,2962,3524,3662,3395,3825,4028,4003,3606,3256,3911,2962,3524,3662,3395,3825,4028,4003,3606,3256,3911,3524,3662,3606,3825,4003,3911,2962,3395,2962,3606,3810,3256,3524,4028,3395,3825,3662,4167,3821,3640,2962,3810,3256,4167,3395,3825,2962,3810,3256,4167,3395,3825,3524,3606,3395,3825,4003,3662,3256,4028,3524,3606,3825,4003,4028,3395,3662,2962,3524,3606,4003,2828,3514,3662,2962,NA,76
13,2794,3417,3277,1622,3021,2886,3378,3341,3609,3766,3658,3701,3992,3504,4214,NA,NA,NA,NA,NA,3341,3378,3417,3609,3277,2794,3701,2886,3021,3766,3341,3378,3417,3609,3277,2794,3701,2886,3021,3766,3417,3277,3609,1622,3378,2794,3021,3766,3417,3277,3021,3504,3378,2794,3609,1622,3701,2886,3766,4214,3277,1622,3504,3417,3021,3766,3277,1622,3504,3417,3021,3766,3417,3277,3609,3766,3378,2794,3021,1622,3417,3277,3609,3378,2794,3021,3341,3417,3378,2794,3277,3547,2117,3378,2794,NA,76
14,3294,3585,2952,3491,3290,781,3505,1803,3569,4031,929,3665,4206,4065,3757,NA,NA,NA,NA,NA,3294,3585,2952,3491,3290,781,3505,1803,3569,4206,3294,3585,2952,3491,3290,781,3505,1803,3569,4206,3585,2952,3569,3290,3505,3294,3491,781,929,3294,3491,3290,3585,2952,3569,4031,3665,3505,3757,4065,3294,3491,3290,3505,3569,4031,3294,3290,3491,3505,3569,4031,3505,3294,3290,3491,3585,2952,3569,3757,3505,3294,3491,3585,2952,3290,3294,3585,3505,781,1803,3750,1413,3294,781,NA,76
15,3372,3527,3496,3286,3321,2718,2984,3567,3578,2440,2404,3670,3763,3507,4354,NA,NA,NA,NA,NA,2718,2984,3496,3578,3286,2404,3527,3763,3507,3372,2718,2984,3496,3578,3286,2404,3527,3763,3507,3372,3496,3527,3286,3763,2718,2984,3507,3578,3763,3670,2440,3321,3496,3567,3578,4354,2718,2984,3507,3286,3670,2440,3321,2984,3578,4354,3670,2440,3321,2984,3578,4354,3496,3527,3578,3286,2718,2984,2440,3321,3527,3496,3321,2984,2718,3286,3496,3527,2718,3763,2984,2595,3562,3527,3496,NA,76
18,2455,3645,3806,4092,4027,3593,2564,1970,3178,4288,3249,4172,4360,726,1701,NA,NA,NA,NA,NA,2564,3593,3806,3178,3645,1970,4172,2455,4092,4288,2564,3593,3806,3178,3645,1970,4172,2455,4092,4288,3593,2564,3178,3645,3806,2455,4092,4288,3593,3806,3178,4027,2564,3645,4092,4288,4172,2455,726,1701,3593,3178,4027,2564,4092,4288,3593,3178,4027,2564,4092,726,3593,2564,3178,4027,3645,3806,4092,4288,3593,2564,3178,3645,3806,4092,3593,2564,3178,3645,3806,1052,4312,3593,3178,NA,76
19,1428,4247,1506,2340,2454,3165,2220,3828,2919,4045,3301,4144,3910,1246,4175,NA,NA,NA,NA,NA,2220,4247,1506,2340,1428,3301,4144,3165,4175,2919,2220,4247,1506,2340,1428,3301,4144,3165,4175,2919,1428,4247,3828,2340,2220,1506,3165,4175,1506,3165,2340,2454,4247,2220,4045,2919,3828,1428,1246,4175,3165,2340,2454,1506,4045,2919,3165,2340,2454,1506,4045,2919,3165,4247,2340,2454,3828,2220,2919,4175,3165,4247,2340,3828,2220,2919,2220,2340,2454,3165,1428,2357,3955,4247,2220,NA,76
20,4238,4232,3589,4352,4304,4064,3000,3424,369,2152,3867,4176,3892,737,774,NA,NA,NA,NA,NA,4238,4232,3589,4304,4352,3424,3000,4064,369,774,4238,4232,3589,4304,4352,3424,3000,4064,2152,774,4238,3589,4352,4304,3000,4232,369,2152,3424,3000,4352,2152,4176,3589,369,4304,NA,NA,NA,NA,3000,369,2152,3424,737,774,3000,369,2152,3424,737,774,4238,3000,4352,4304,4232,3424,369,2152,4238,3000,4352,4232,3424,4304,3589,4238,3000,4232,3424,3873,3615,3000,3589,NA,76
21,1014,3258,4308,2620,3412,3720,3882,4013,2488,3237,4349,3029,2792,3975,823,NA,NA,NA,NA,NA,3258,3029,2792,3412,2488,3720,3882,1014,2620,3237,3258,3029,2792,3412,3237,3720,3882,1014,2620,2488,3258,3029,3412,3237,3882,2792,2620,2488,3258,3029,2488,2620,3720,3882,3412,3237,4013,2792,3975,823,3029,2488,2620,3258,3237,3412,3029,3412,2488,3258,2620,3237,3258,3029,2488,3237,3882,2792,2620,3412,3029,3258,3412,2792,3882,3237,3029,2792,3258,2620,1014,2921,4248,3029,2792,NA,76
0,3532,3960,3661,4090,2553,4348,3430,3751,4402,3915,3717,1676,4387,823,3200,NA,NA,NA,NA,NA,4348,3430,3751,4402,3915,3532,3960,3661,2553,1676,4348,3430,3751,4402,3915,3532,3960,3661,2553,1676,3751,3430,4402,3915,3532,3960,2553,3661,3661,3430,4090,3915,1676,3960,4402,2553,4348,3532,823,3200,3430,4090,3915,3960,4402,2553,3430,4090,3915,3960,4402,2553,3751,3430,4402,3915,3532,3960,2553,3661,3751,3430,3915,NA,3960,3532,3430,3751,3915,3532,3960,4329,2789,3430,3751,NA,77
1,4358,4035,4261,4412,4000,4030,2668,4434,4212,4506,1170,768,1282,3617,4460,NA,NA,NA,NA,NA,4261,4035,4358,4212,4000,4434,2668,4030,3617,4506,4358,4035,4261,4212,4000,4030,2668,4434,3617,4506,4035,4358,4212,4000,2668,4030,3617,4506,2668,4434,4412,4506,1282,4261,4212,4460,768,4030,3617,4000,2668,4412,4000,4035,4212,4506,768,4412,4000,2668,4212,4506,4035,4358,4212,4000,2668,4261,4412,4506,4035,4358,4000,2668,4261,4412,4035,4358,4030,4261,1282,3538,4395,4035,2668,NA,77
2,3879,3011,3368,3678,4197,3127,3541,1394,3028,3953,4084,4166,4229,2974,3355,NA,NA,NA,NA,NA,4229,4166,4084,2974,1394,3011,3541,3879,3028,4197,4229,4166,4084,2974,1394,3011,3541,3879,3028,4197,3541,3011,2974,1394,4229,4166,3028,4197,3541,3368,2974,3678,3011,3127,3355,3028,4166,3879,4197,3953,3541,2974,3678,3011,3355,3028,3541,2974,3678,3011,3355,3028,3879,3011,2974,3028,3541,4166,4197,3678,3011,1394,2974,3541,4197,3028,3011,3541,1394,4084,4229,3635,4225,3011,3541,NA,77
3,4043,3287,3648,4127,3888,3188,3735,4340,4276,3604,4306,4325,4480,3738,2841,NA,NA,NA,NA,NA,4043,3287,3648,4127,3888,3188,3735,4340,4276,3604,4043,3287,3648,4127,3888,3188,3735,4340,4276,3604,4043,3287,4127,3888,3188,3735,4276,3604,3735,3287,4127,3888,4340,3648,4276,3604,4043,4325,3738,2841,3287,4127,3888,3648,4276,3604,3287,4127,3888,3648,4276,3604,4043,3287,4127,3888,3188,3735,4276,3604,4043,3287,4127,3188,3735,4276,3287,3735,3648,4340,4325,4512,3588,3287,3735,NA,77
4,2544,3864,4516,4397,4120,3942,4457,4314,4049,4149,1824,3816,4154,4153,4008,NA,NA,NA,NA,NA,4516,3864,2544,4049,4120,3942,4457,4314,4397,4149,4516,3864,2544,4049,4120,3942,4457,4314,4397,4149,NA,2544,4049,4120,3942,4314,4397,4149,3864,3942,4008,4397,1824,2544,4049,4149,3816,4154,4153,4120,3864,4008,4397,1824,4120,4149,3864,4008,4397,1824,4120,4149,3864,2544,4008,4120,4457,3942,4049,4149,3864,2544,4120,4457,3942,4049,2544,1824,3864,3942,3816,4102,4018,2544,1824,NA,77
5,4223,4017,4242,4532,3697,3789,3366,3708,2976,3356,3418,2652,2892,4353,4299,NA,NA,NA,NA,NA,3789,3366,3708,2976,3697,3418,4017,2652,4353,3356,3789,3366,3708,2976,3697,3418,4017,2652,4353,3356,3366,3708,2976,3697,4017,2652,4353,3356,3366,3708,2976,3697,4017,2652,4299,3356,NA,NA,NA,NA,3366,2976,3697,4017,4299,3356,3366,2976,3356,2652,4299,3697,3708,2652,2976,3356,2892,3366,NA,3697,3708,2652,2976,2892,3366,NA,3708,3366,2652,4017,2892,849,4024,3366,2976,NA,77
6,3599,3807,3666,4026,3448,4293,4323,4213,4251,4235,2947,3033,4075,3478,3794,NA,NA,NA,NA,NA,2947,3033,3666,3478,3448,3599,3807,4075,4026,3794,2947,3033,3666,3478,3448,3599,3807,4075,4026,3794,2947,3599,3478,3448,3033,4075,3794,4026,3599,3807,3478,3448,4075,4323,3794,4026,2947,3033,4251,4235,2947,3478,3448,3033,3794,4235,2947,3478,3448,3033,3794,4235,2947,3033,3478,3448,3666,4075,3794,4026,2947,3033,3448,3666,4026,3478,2947,3666,3033,3807,4075,3746,4463,2947,3666,NA,77
7,3477,3073,4415,3781,3455,3362,3423,4032,780,2868,2433,2935,3658,4052,3845,NA,NA,NA,NA,NA,3477,2935,3362,3455,4052,4415,3073,3658,4032,780,3477,3073,3658,3455,4052,4032,2935,3362,3781,780,3477,2935,4052,780,3362,3423,3781,3658,3362,3423,3781,3455,4032,2935,780,2868,3658,3073,4052,3845,3423,3781,3455,2935,780,2868,3423,3781,3455,2935,2868,3845,3477,2935,3781,3455,3362,3423,4052,780,2935,3477,3455,3423,3362,3781,2935,3073,3477,3362,3423,992,4174,2935,3073,NA,77
8,3008,3956,3945,3906,3856,4378,4484,4356,4420,4530,4514,4345,3962,4041,3834,NA,NA,NA,NA,NA,3945,3956,3008,3856,3906,4378,4484,4356,4420,4530,3945,3956,3008,3856,3906,4378,4484,4356,4420,4530,3956,3945,3008,3906,4484,4378,4420,4530,3962,3008,4041,3856,4484,4378,4420,3906,4514,4356,4530,3834,3008,4041,3856,4484,4420,3906,3008,4041,3856,4484,4420,3906,3008,3956,3906,3856,4484,4378,4530,4420,3956,3008,3856,4484,4378,3906,3956,3008,3945,4378,4484,2575,4522,3008,3956,NA,77
9,2917,3145,3310,2945,4443,1190,1239,4454,3439,3389,3846,4176,3102,1846,2901,NA,NA,NA,NA,NA,2917,3145,3310,3102,2945,4454,4176,1239,3846,3389,2917,3145,3310,3102,2945,4454,4176,1239,3846,3389,3145,2917,1239,3389,3310,4454,3102,2945,4454,1190,1846,4443,3102,4176,3439,2901,2917,3310,2945,3389,1190,3439,2901,4454,1846,4443,4454,3439,2901,1190,1846,4443,2917,3145,2945,2901,4454,3310,3439,3389,2917,3145,2945,4454,3310,2901,3310,1190,4454,2917,3145,3829,3136,3145,3310,NA,77
10,3142,3270,2920,3271,4110,3189,3944,4490,877,3245,3865,2540,3147,4491,2486,NA,NA,NA,NA,NA,3189,3270,2920,4110,3271,2540,3944,3142,3147,2486,3189,3270,2920,4110,3271,2540,3944,3142,3147,2486,2920,3270,3189,3271,3944,3142,4110,2486,3147,3142,3271,2486,3944,3189,4110,3245,2920,3270,4491,877,3189,3271,2486,3147,877,3245,3189,3271,2486,3147,877,3245,3270,3142,3189,3245,2920,3944,877,3271,3270,3142,3271,2920,3189,3245,3270,3142,3189,2920,3944,3516,3900,3270,2920,NA,77
11,2457,2207,4500,4399,2228,1923,3886,4015,929,3359,1082,4427,4526,2463,2529,NA,NA,NA,NA,NA,2457,2207,4500,2228,2529,4015,3886,4526,2463,3359,2457,2207,4500,2228,2529,4015,3886,4526,2463,3359,2457,2207,2228,2463,3886,4500,2529,3359,2457,2207,4399,2463,3886,4500,2228,929,4015,4427,3359,2529,2207,4399,2463,3886,2228,929,2207,4399,2463,3886,2228,929,2457,2207,4399,2228,4500,3886,2529,2463,2457,2207,2228,4500,3886,4399,3886,4015,1082,2207,4500,3843,2312,3886,2207,NA,77
12,4028,4167,2962,2768,3821,3898,4003,3911,3825,3395,3606,3524,3662,3256,3810,NA,NA,NA,NA,NA,2962,3524,3662,3395,3825,3606,4003,3911,3810,2768,2962,3524,3662,3395,3825,3606,4003,3911,3810,2768,3524,3662,3395,3825,4003,3911,3810,2768,2962,4167,3810,2768,3524,4028,3395,3825,3606,3662,3821,3256,2962,3810,2768,4167,3395,3825,2962,3810,2768,4167,3395,3825,3524,3662,3395,3825,4003,3911,3810,2768,3524,3662,3825,4003,3911,3395,3662,3524,3606,3911,4003,2828,3273,3662,3524,NA,77
13,2794,3378,3341,3021,4214,3701,3417,3277,3504,3766,3165,2886,3992,1622,3609,NA,NA,NA,NA,NA,3277,3378,3417,3609,2794,3992,3701,3341,3766,2886,3277,3378,3417,3609,2794,3992,3701,3341,3766,2886,3378,3417,1622,3609,3701,3277,3021,3766,2886,3701,3021,3504,2794,3378,3609,1622,3277,3417,3766,4214,2886,1622,3504,3701,3021,3766,2886,1622,3504,3701,3021,3766,3417,3277,3609,3766,3378,2794,3021,1622,3417,3277,3609,3378,2794,3021,3341,3417,3378,3701,3277,3547,4455,3378,2794,NA,77
14,3294,3585,3505,3491,3290,1803,3665,2952,4065,3486,3757,781,4206,3569,4031,NA,NA,NA,NA,NA,3294,3585,3505,3491,3290,4206,3665,2952,3569,3486,3294,3585,3505,3491,3290,4206,3665,2952,3569,3486,3585,3505,3491,3290,3294,2952,3569,3486,3585,3294,3569,3486,3665,3505,3491,3290,3757,2952,4031,4065,3665,3569,3486,3585,3491,3290,3294,3569,3486,3665,3290,3491,3585,3505,3569,3486,3294,2952,3290,3491,3585,3505,3486,3294,2952,3491,3505,3585,2952,4206,3294,3750,1413,3294,781,NA,77
15,3496,3527,3372,3578,2440,2718,2984,3763,3640,3321,2404,3670,3567,3507,4354,NA,NA,NA,NA,NA,3763,3527,3496,3578,3640,2718,2984,3372,3507,2404,3763,3527,3496,3578,3640,2718,2984,3372,3507,2404,3496,3527,3578,3763,2718,2984,3507,3640,3372,3670,2440,3321,3496,3567,3578,4354,2718,2984,3507,3640,3670,2440,3321,2984,3578,4354,3670,2440,3321,2984,3578,4354,3496,3527,3578,3321,2718,2984,3640,2440,3527,3496,3321,2984,2718,3578,3496,3527,2718,3763,2984,2595,4478,3527,3496,NA,77
18,2455,2564,3003,4092,4027,3645,3593,3806,3178,4288,3249,4172,4360,4461,1701,NA,NA,NA,NA,NA,4172,3593,3806,3178,3645,2455,2564,4360,4027,4288,2564,3593,3806,3178,3645,2455,4172,4360,4027,4288,3593,3806,3178,3645,2564,4172,4027,4288,3593,3806,3178,4092,2564,3645,4288,4027,4172,2455,NA,1701,3593,3178,4092,3806,4027,4288,3593,3178,4092,3806,4027,4288,3593,3806,3178,4027,3645,2564,4092,4288,3593,3806,3178,3645,4288,4092,3593,3806,3645,3178,2564,4468,4312,3593,3178,NA,77
19,4398,4394,4479,2340,2454,1506,4247,4380,4503,4045,1428,2220,2728,4429,4175,NA,NA,NA,NA,NA,4398,4394,4479,2340,4503,1506,4247,2728,2454,1428,1506,4247,4479,2340,4503,4398,4394,4380,2454,4045,1506,4247,2340,4503,4479,4394,2454,4045,1506,4247,4045,2454,1428,2220,4429,4175,4398,4394,2340,4503,4247,2340,2454,1506,4429,4175,4247,2340,2454,1506,4429,4175,4479,4394,2340,2454,4398,4247,4429,4175,4479,4394,2340,1506,4247,4503,4247,4398,4479,1428,2340,4517,2357,4247,4398,NA,77
20,4246,4232,4238,4352,4487,3589,4449,3528,2152,4304,4515,4384,3000,369,2370,NA,NA,NA,NA,NA,4238,4232,4246,3589,4352,4515,4449,3528,4384,4487,4238,4232,4246,3589,4352,4515,4449,3528,4384,4487,4232,4246,3589,4352,4449,4238,3528,4487,4232,4246,4352,4487,4449,3528,2152,4304,NA,NA,NA,2370,4232,4352,4487,4449,2152,4304,4232,4487,2152,4449,4352,4304,4232,4246,4352,4487,4449,3528,2152,4304,4232,4246,4352,4449,3528,4487,4246,3589,4238,4232,3528,1052,3615,4246,3528,NA,77
21,3029,3258,2792,2620,3412,3720,3882,4013,2488,3237,4423,4349,4308,1014,3975,NA,NA,NA,NA,NA,3029,3258,3882,3412,3237,3720,4349,2792,3975,2488,3029,3258,3882,3412,3237,3720,4349,2792,3975,2488,3258,3029,3412,3237,3882,2792,3975,2488,3258,3720,2488,2620,4349,4013,3975,1014,3029,3882,3412,3237,3258,2488,2620,3882,3975,1014,3258,2620,2488,3882,3975,1014,3258,3029,2620,3412,3882,2792,2488,3237,3029,3258,3412,2792,3882,3237,3258,3029,3882,3720,4349,2921,4248,3258,3029,NA,77
